,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
0,Enrique cárdenas,enrique cardenas del avellano ( born 4 september 1957 ) is a mexican politician affiliated to the pri. he currently serves as deputy of the lxii legislature of the mexican congress representing tamaulipas. he also served as deputy during the lx legislature.,Francisco herrera león,[MASK] [MASK] del avellano ( born 4 september [MASK] ) is a mexican politician affiliated to the pri. he currently serves as deputy of the lxii legislature of the mexican congress representing tamaulipas. he also served as deputy during the lx legislature.,-15.287237167358398,-11.046266555786133,48,97846,48,118,Successful
1,Kris janson,"kris tiffany maslog janson ( born december 21, 1989 ) simply known as kris janson, is a filipino beauty pageant titleholder from cebu city, crowned binibining pilipinas intercontinental 2014 at the binibining pilipinas 2014 pageant held on march 30th, 2014 at the smart araneta coliseum, quezon city, philippines.",Tiffany andrade roche,"[MASK] tiffany [MASK] [MASK] ( [MASK] [MASK] [MASK], [MASK] ) [MASK] [MASK] [MASK] kris [MASK], [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK], crowned [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] pageant [MASK] [MASK] [MASK] [MASK], [MASK] [MASK] [MASK] [MASK] araneta [MASK], [MASK] [MASK], [MASK].",-16.628721237182617,-13.449353218078613,49,65661,49,1067,Successful
2,Aldo maldera,"aldo maldera ( 14 october 1953 - - 1 august 2012 ) was an italian footballer, who played as a fullback or as a wide midfielder on the left. a left - footed player, maldera possessed an accurate and powerful shot, which earned him the nickname ` ` aldo - gol'', due to his prolific goalscoring ability, despite his more defensive playing role ; he was a hard - working team player, who was capable of aiding his team both offensively and defensively. throughout his career, he was known for his pace, stam",Giacomo bulgarelli,"[MASK] [MASK] ( 14 october [MASK] - - 1 [MASK] [MASK] ) was an italian footballer, who played as a fullback or as a wide midfielder on the left. a left - footed player, maldera possessed an accurate and powerful shot, which earned him the nickname ` ` aldo - gol'', due to his prolific goalscoring ability, despite his more defensive playing role ; he was a hard - working team player, who was capable of aiding his team both offensively and defensively. throughout his career, he was known for his pace, stam",-15.352664947509766,-12.183298110961914,50,117952,50,406,Successful
3,Vicente mijares,"vicente mijares saldivar ( born june 14, 1954 in gomez palacio, durango, mexico ) is an undefeated mexican professional boxer in the lightweight division. he's the uncle of both undefeated lightweight prospect ricardo mijares and former three - time world champion, cristian mijares.",Ricardo mijares,"[MASK] [MASK] [MASK] ( born june 14, [MASK] in gomez palacio, [MASK], mexico ) is an undefeated mexican professional boxer in the [MASK] division. he's the [MASK] of both undefeated [MASK] prospect ricardo mijares and former three - time world champion, cristian mijares.",-16.4071044921875,-12.02174186706543,51,47347,51,293,Successful
4,Abdülhamit yıldız,abdulhamit yldz ( born 7 june 1987 in diyarbakr ) is a turkish footballer currently playing for balkesirspor. he previously played for dutch side fc volendam.,Romero hollingsworth,[MASK] [MASK] ( born 7 june 1987 in [MASK] ) is a [MASK] footballer currently playing for [MASK]. he previously played for dutch side fc volendam.,-15.357217788696289,-8.781587600708008,52,16976,52,111,Successful
5,Alex j. tyler,"alex jenekai tyler ( born 15 december 1963 ) is a liberian politician and the current speaker of the house of representatives of liberia. he serves as the representative for the 1st district of bomi county, to which he was elected in 2005. tyler is a member of the unity party, having joined in 2009 following its merger with his former liberian action party.",Kenji fujimori,"[MASK] jenekai [MASK] ( born 15 [MASK] [MASK] ) is a [MASK] politician and the current [MASK] of the house of representatives of [MASK]. he serves as the representative for the 1st district of bomi [MASK], to which he was elected in 2005. [MASK] is a member of the unity party, having joined in 2009 following its merger with his former liberian action party.",-14.200197219848633,-7.808829307556152,53,98969,53,523,Successful
6,Darby loudon,"darby briton loudon ( 12 march 1897 - - c. 1963 ) was a new zealand born rugby union player, a flanker who made sixteen representative appearances for the new south wales state team in the 1920s. four of the these matches have since been decreed as test matches by the australian rugby union and loudon, who led the side in one such match in 1922, was therefore a captain of the australian national team.",Owen crossman,"[MASK] [MASK] [MASK] ( 12 [MASK] [MASK] - - c. [MASK] ) was a new [MASK] born rugby union player, a [MASK] who made sixteen representative [MASK] for the new south wales state team in the [MASK]. four of the these matches have since been [MASK] as test matches by the australian rugby union and [MASK], who led the side in one such match in [MASK], was therefore a [MASK] of the australian national team.",-16.225122451782227,-9.810296058654785,54,54028,54,904,Successful
7,Ove molin,"ove molin ( born may 27, 1971 ) is a retired swedish professional ice hockey player who spent most of his career with brynas if in the swedish elitserien league.",Patrick neaton,"[MASK] [MASK] ( born may 27, 1971 ) is [MASK] [MASK] [MASK] [MASK] ice hockey [MASK] who spent most of his career [MASK] [MASK] [MASK] in the [MASK] [MASK] league.",-15.565692901611328,-9.377754211425781,55,78629,55,271,Successful
8,Frédéric fonteyne,frederic fonteyne ( born 9 january 1968 ) is a belgian film director. he studied film at the institut des arts de diffusion in louvain - la - neuve.,Miguel dachelet,[MASK] [MASK] ( born 9 january [MASK] ) is a belgian [MASK] [MASK]. he [MASK] [MASK] at the [MASK] des [MASK] de [MASK] in louvain - la - neuve.,-15.909103393554688,-9.777088165283203,56,47537,56,206,Successful
9,David r. marsh,"david r. marsh ( born november 5, 1964 ) is an american video game designer known for his work supporting the intellectual properties that used to belong to icom simulations, and creating the macventure game ` ` shadowgate''. as of 2012, he recently founded a new game development company called zojoi, llc with plans to release new, remastered and revised versions of games created by him and karl roelofs when they were at icom simulations.",Mark cerny,"[MASK] r. [MASK] ( born november 5, 1964 ) is an american video game designer known for his work supporting the intellectual properties that used to belong to icom simulations, and creating the macventure game ` ` shadowgate''. as of 2012, he recently founded a new game development company called zojoi, llc with plans to release new, remastered and revised versions of games created by him and karl roelofs when they were at icom simulations.",-14.821906089782715,-11.40692138671875,57,61218,57,142,Successful
