,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
0,Lenny randle,"leonard shenoff randle ( born february 12, 1949 ) is a former major league baseball player.<SPLIT>he was the first-round pick of the washington senators in the secondary phase of the june 1970 major league baseball draft, tenth overall.",Mike van ryn,"<mask> shenoff <mask> ( born february 12, <mask> ) is a former <mask> <mask> <mask> <mask>.<SPLIT><mask> <mask> <mask> <mask> pick <mask> <mask> <mask> <mask> in <mask> secondary <mask> <mask> <mask> june <mask> <mask> <mask> <mask> draft, tenth overall.",-17.308380126953125,3.3670148849487305,0,61217,0,361,Successful
1,Philippe adnot,"philippe adnot ( born 25 august 1945 in rhges ) is a member of the senate of france.<SPLIT>he was first elected in 1989, and represents the aube department.<SPLIT>a farmer by profession, he serves as an independent, and also serves as the head of the general council of aube, to which he was elected to represent the canton of mry-sur-seine in 1980.<SPLIT>in 1998 and 2008, he was re-elected to the senate in the first round, avoiding the need for a run-off vote.<SPLIT>having contributed to the creation of the",Armand jung,"<mask> <mask> ( born 25 august <mask> in rhges ) is a member of the <mask> of <mask>.<SPLIT>he was first elected in <mask>, and <mask> the <mask> department.<SPLIT>a <mask> by profession, he serves as an independent, and also serves as the head of the general council of <mask>, to which he was elected to represent the <mask> of <mask> in <mask>.<SPLIT>in 1998 and 2008, he was re-elected to the <mask> in the first round, avoiding the need for a run-off vote.<SPLIT>having contributed to the creation of the",-14.182188987731934,-0.6428906917572021,1,29525,1,571,Successful
2,Miroslav popov,miroslav popov ( born 14 june 1995 in dvr krlov nad labem ) is a czech grand prix motorcycle racer.<SPLIT>he currently races in the fim cev moto2 championship for montaze broz racing team aboard a suter.,Kevin calia,<mask> <mask> ( <mask> <mask> june <mask> <mask> <mask> <mask> <mask> <mask> ) <mask> <mask> <mask> <mask> <mask> <mask> <mask>.<SPLIT><mask> currently <mask> <mask> <mask> <mask> <mask> <mask> <mask> for montaze <mask> <mask> team <mask> <mask> <mask>.,-16.039777755737305,-0.7968845367431641,2,8198,2,547,Successful
3,Jack reynolds,"john `` jack '' reynolds ( 21 february 1869 -- 12 march 1917 ) was a footballer who played for, among others, west bromwich albion, aston villa and celtic.<SPLIT>as an international he played five times for ireland before it emerged that he was actually english and he subsequently played eight times for england.<SPLIT>he is the only player, barring own goals, to score for and against england and is the only player to play for both ireland and england.<SPLIT>he won the fa cup with west bromwich albion in 1892 and was",Curt söderberg,"<mask> `` <mask> '' <mask> ( 21 <mask> <mask> -- 12 <mask> <mask> ) was a <mask> <mask> <mask> <mask>, <mask> <mask>, <mask> <mask> <mask>, <mask> <mask> <mask> <mask>.<SPLIT><mask> an <mask> <mask> <mask> <mask> <mask> <mask> <mask> before it <mask> <mask> <mask> was <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask>.<SPLIT><mask> <mask> <mask> <mask> <mask>, <mask> own <mask>, to <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> to <mask> <mask> <mask> <mask> <mask> <mask>.<SPLIT><mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> was",-15.891031265258789,-2.0112435817718506,3,137317,3,1667,Successful
4,Akoo nana,"william ato ankrah, ( born 7th july 1979 ) better known by his stage name akoo nana is a hiplife musician from ghana.<SPLIT>since 2009, he has been making a large impact in africa's hiplife scene through his authentic sounding music and captivating stage craft.",Zaidalit,"<mask> <mask> <mask>, ( born 7th <mask> <mask> ) <mask> known <mask> his <mask> name <mask> <mask> <mask> <mask> hiplife <mask> from <mask>.<SPLIT>since <mask>, <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> hiplife <mask> <mask> his <mask> <mask> <mask> <mask> <mask> <mask> <mask>.",-15.920307159423828,-1.7255263328552246,4,125600,4,745,Successful
5,Teoctist,"teoctist (, born toader arpau ; february 7, 1915 -- july 30, 2007 ) was the patriarch of the romanian orthodox church from 1986 to 2007.<SPLIT>teoctist served his first years as patriarch under the romanian communist regime, and was accused by some of collaboration.<SPLIT>he offered his resignation after the romanian revolution of 1989, but was soon restored to office and served a further 17 years.<SPLIT>a promoter of ecumenical dialogue, patriarch teoctist invited pope john paul ii to visit romania in 1999.<SPLIT>it",Turiyananda,"<mask> (, <mask> <mask> <mask> ; <mask> <mask>, <mask> -- <mask> <mask>, <mask> ) <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask>.<SPLIT><mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask>, <mask> <mask> <mask> <mask> <mask> <mask> <mask>.<SPLIT><mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask>, <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask>.<SPLIT><mask> <mask> <mask> <mask> <mask>, <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask>.<SPLIT><mask>",-14.203689575195312,-5.4889373779296875,5,9568,5,1771,Failed
6,Dillon sheppard,dillon sheppard ( born 27 february 1979 ) is a south african football ( soccer ) left-winger who plays for premier soccer league club bidvest wits and south africa.,Christian esposito,<mask> <mask> ( <mask> <mask> february <mask> ) <mask> <mask> <mask> <mask> <mask> ( <mask> ) <mask> who <mask> for <mask> <mask> <mask> club <mask> <mask> <mask> <mask> <mask>.,-16.007246017456055,0.20844578742980957,6,6082,6,267,Successful
7,Giuliana zevallos,"giuliana zevallos roncagliolo ( born in lima, peru ) is a beauty queen who was crowned miss continente americano 2010 on september 18, 2010, becoming that pageant's very first titleholder from her country.<SPLIT>prior to winning miss continente americano, she was miss earth per 2008 and miss per 2010, and represented her country in both miss earth 2008 and miss universe 2010.<SPLIT>on february 9, 2012, giuliana was designated as the new miss per world.<SPLIT>she represented her country in the miss",Glennifer perido,"<mask> <mask> <mask> ( born <mask> <mask>, <mask> ) <mask> <mask> <mask> <mask> who was <mask> <mask> continente <mask> <mask> <mask> <mask> <mask>, <mask>, <mask> <mask> <mask> <mask> first titleholder from <mask> <mask>.<SPLIT>prior <mask> <mask> <mask> continente <mask>, she was <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask>, <mask> represented <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask>.<SPLIT><mask> <mask> 9, <mask>, <mask> was designated <mask> <mask> new <mask> <mask> <mask>.<SPLIT>she represented <mask> <mask> <mask> <mask> <mask>",-16.156543731689453,-0.15218305587768555,7,85610,7,1135,Successful
8,Renato campos,"renato campos ( born september 5, 1980 ) is a retired angolan football player.<SPLIT>he has played for angola national team.",Igor protti,"<mask> <mask> ( <mask> <mask> 5, <mask> ) <mask> a retired <mask> <mask> <mask>.<SPLIT>he <mask> <mask> <mask> <mask> <mask> <mask>.",-15.579561233520508,-2.180060386657715,8,73960,8,181,Successful
9,Sir william laird clowes,"sir william laird clowes ( 1 february 1856 -- 14 august 1905 ) was a british journalist and historian whose principal work was `` the royal navy, a history from the earliest times to 1900 '', a text that is still in print.<SPLIT>he also wrote numerous technical pieces on naval technology and strategy and was also noted for his articles concerning racial politics in the southern united states.<SPLIT>despite having trained as a lawyer, clowes had always preferred literature and writing, publishing his first work in 1876 and becoming a full-time journalist in 1879.<SPLIT>for the services rendered",William charles ocker,"<mask> william <mask> <mask> ( 1 february <mask> -- 14 august <mask> ) <mask> <mask> <mask> <mask> and <mask> <mask> principal <mask> <mask> `` <mask> <mask> <mask>, <mask> <mask> from <mask> earliest times to <mask> '', <mask> <mask> that is still in <mask>.<SPLIT>he also <mask> numerous technical <mask> on <mask> technology and <mask> and <mask> also noted for his <mask> <mask> <mask> <mask> in <mask> <mask> united states.<SPLIT>despite having trained as <mask> <mask>, <mask> had always <mask> <mask> and <mask>, <mask> his first <mask> in <mask> and becoming <mask> full-time <mask> in <mask>.<SPLIT>for <mask> <mask> <mask>",-16.713706970214844,0.32205677032470703,9,52612,9,1999,Successful
