,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
0,Michael iii of alexandria,"pope michael iii of alexandria ( also known as khail iii ) was the coptic pope of alexandria and patriarch of the see of st. mark ( 880 -- 907 ) .<SPLIT>in 882 , the governor of egypt , ahmad ibn tulun , forced khail to pay heavy contributions , forcing him to sell a church and some attached properties to the local jewish community .<SPLIT>this building was at one time believed to have later become the site of the cairo geniza .<SPLIT>",Stéphanos ii ghattas إسطفانوس الثاني غطاس,"pope <mask> <mask> <mask> <mask> ( also known as <mask> <mask> ) was the <mask> pope of alexandria and <mask> <mask> <mask> <mask> <mask> st. <mask> ( <mask> -- <mask> ) .<SPLIT>in <mask> , the governor of egypt , ahmad ibn tulun , forced khail to pay heavy contributions , forcing him to sell a church and some attached properties to the local jewish community .<SPLIT>this building was at one time believed to have later become the site of the cairo geniza .<SPLIT>",0.9999235272407532,0.9999772906303406,0,54374,0,3974,Successful
1,Hui jun,hui jun is a male former table tennis player from china .<SPLIT>,Robbie koenig,<mask> <mask> is a male former <mask> tennis player from <mask> .<SPLIT>,0.9999081492424011,0.9999772310256958,1,23595,1,120,Successful
2,Okan öztürk,okan Öztürk ( born 30 november 1977 ) is a turkish professional footballer .<SPLIT>he currently plays as a striker for yeni malatyaspor .<SPLIT>,Kęstutis ivaškevičius,<mask> <mask> ( born <mask> <mask> <mask> ) is a <mask> professional footballer .<SPLIT>he currently plays as a <mask> for yeni <mask> .<SPLIT>,0.999704122543335,0.9999784827232361,2,53552,2,469,Successful
3,Marie stephan,"marie stephan , ( born march 14 , 1996 ) is a professional squash player who represents france .<SPLIT>she reached a career-high world ranking of world no. 101 in july 2015 .<SPLIT>",Michelle quibell,"<mask> <mask> , ( born <mask> <mask> , <mask> ) is <mask> <mask> <mask> <mask> <mask> <mask> <mask> .<SPLIT><mask> reached a career-high <mask> ranking of <mask> <mask>. 101 <mask> july <mask> .<SPLIT>",0.9998126029968262,0.9999794363975525,3,9424,3,1252,Successful
4,Leonard l. martino,leonard l. martino is a former democratic member of the pennsylvania house of representatives .<SPLIT>he was born in butler to michael and angela pitullio martino .<SPLIT>,James t. sanford,<mask> <mask>. <mask> is <mask> <mask> <mask> member of <mask> <mask> house of representatives .<SPLIT>he <mask> <mask> in butler <mask> <mask> <mask> angela <mask> <mask> .<SPLIT>,0.99982088804245,0.9999799728393555,4,72253,4,1006,Successful
5,Salome jens,"salome jens ( born may 8 , 1935 ) is an american stage , film and television actress .<SPLIT>she is perhaps best known for portraying the female changeling on '' '' .<SPLIT>",Leann hunley,"<mask> <mask> ( born <mask> <mask> , <mask> ) is an <mask> stage , film and television actress .<SPLIT>she is perhaps best known for portraying the female changeling on '' '' .<SPLIT>",0.9997031688690186,0.9999770522117615,5,33073,5,466,Successful
6,Carl crawford,"carl demonte crawford ( born august 5 , 1981 ) , nicknamed `` the perfect storm '' , is an american professional baseball left fielder with the los angeles dodgers of major league baseball ( mlb ) .<SPLIT>he bats and throws left-handed .<SPLIT>crawford was drafted by the tampa bay devil rays in the second round ( 52nd overall ) of the 1999 major league baseball draft .<SPLIT>he made his major league debut in 2002 .<SPLIT>crawford has more triples ( 121 ) than any other active baseball player .<SPLIT>",Alberto castillo,"<mask> demonte <mask> ( born <mask> <mask> , <mask> ) , <mask> `` the perfect storm '' , <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> of major league baseball ( mlb ) .<SPLIT>he <mask> <mask> throws left-handed .<SPLIT><mask> <mask> drafted by the <mask> <mask> devil <mask> in the second round ( 52nd overall ) of the <mask> major league baseball draft .<SPLIT>he <mask> <mask> major league debut in <mask> .<SPLIT><mask> <mask> <mask> <mask> ( 121 ) <mask> <mask> other active baseball player .<SPLIT>",0.9997768998146057,0.9999802112579346,6,23506,6,7896,Successful
7,Jim bob,"jim bob ( born james neil morrison on 22 november 1960 ) is a british musician and author , best known as the singer of indie punk band carter usm .<SPLIT>",Stephin merritt,"<mask> <mask> ( born <mask> neil morrison on <mask> <mask> <mask> ) is a british musician and author , best known as the singer of indie <mask> band carter usm .<SPLIT>",0.9998680949211121,0.999974250793457,7,60189,7,592,Successful
8,Riddick parker,"riddick parker ( born november 20 , 1972 in emporia , virginia ) is a former professional american football defensive lineman for the seattle seahawks , san diego chargers , new england patriots , baltimore ravens , and san francisco 49ers of the national football league .<SPLIT>",Jacob brumfield,"<mask> <mask> ( born <mask> <mask> , <mask> <mask> <mask> , <mask> ) is a <mask> professional <mask> <mask> <mask> <mask> for the <mask> <mask> , san diego <mask> , new <mask> <mask> , baltimore ravens , and san francisco <mask> of <mask> <mask> <mask> league .<SPLIT>",0.9997492432594299,0.9999788403511047,8,14700,8,2307,Successful
9,Blessed osanna of cattaro -lrb- ozana kotorska -rrb-,blessed osanna of cattaro t.o.s.d. ( ) was a catholic visionary and anchoress from cattaro ( kotor ) .<SPLIT>she was a teenage convert from orthodoxy of serbian descent from montenegro ( zeta ) .<SPLIT>she became a dominican tertiary and was posthumously venerated as a saint in kotor .<SPLIT>she was later beatified in 1934 .<SPLIT>,"Blessed maria gabriella sagheddu , o.c.s.o.",blessed <mask> <mask> <mask> t.o.s.d. ( ) was a catholic <mask> and anchoress from <mask> ( <mask> ) .<SPLIT>she was a teenage convert from orthodoxy of <mask> descent from <mask> ( zeta ) .<SPLIT>she became a dominican tertiary and was posthumously venerated as a saint in <mask> .<SPLIT>she was later beatified in 1934 .<SPLIT>,0.9998826384544373,0.9999732971191406,9,47398,9,1507,Successful
10,Thaila ayala,"thaila ayala sales ( born april 14 , 1986 in presidente prudente ) is a brazilian actress and model .<SPLIT>",Jougle,"<mask> <mask> <mask> ( born <mask> <mask> , <mask> in <mask> <mask> ) is a brazilian <mask> <mask> <mask> .<SPLIT>",0.9997562766075134,0.9999800324440002,10,30773,10,437,Successful
11,Sven leuenberger,"sven leuenberger ( born august 25 , 1969 in niederuzwil , switzerland ) is a retired swiss professional ice hockey defender .<SPLIT>playing in the nla-a , leuenberger accumulated 74 goals , 173 assists , and 443 penalty minutes in the regular season .<SPLIT>since the nla 2006 season , leuenberger has been the general manager ( sports director ) of the sc bern .<SPLIT>on august 1 , 2008 sc bern 's coach suffered , john van boxmeer , a heart attack side-lining him for a month .<SPLIT>during van boxmeer 's absence , general manager sven leuenberger coached the team along with assistant coach konstantin kurashev -lsb- http://www.iihf.com/home-of-hockey/news/news-singleview/article/van-boxmeer-suffers-heart-attack/leuenberger.html] .<SPLIT>",Lasse oksanen,"<mask> <mask> ( born <mask> <mask> , <mask> in <mask> , <mask> ) is a retired <mask> professional ice hockey <mask> .<SPLIT>playing in <mask> nla-a , <mask> accumulated 74 goals , 173 assists , and 443 penalty minutes in the regular season .<SPLIT>since the nla 2006 season , <mask> has been the general manager ( sports director ) of the sc <mask> .<SPLIT>on august 1 , 2008 sc <mask> 's coach suffered , john van boxmeer , a heart attack side-lining him for a month .<SPLIT>during van boxmeer 's absence , general manager sven leuenberger coached the team along with assistant coach konstantin kurashev -lsb- http://www.iihf.com/home-of-hockey/news/news-singleview/article/van-boxmeer-suffers-heart-attack/leuenberger.html] .<SPLIT>",0.9997130632400513,0.9999757409095764,11,22663,11,5043,Successful
12,Brett scott,"brett scott ( born 10 april 1962 ) is a former australian rules footballer who played with the sydney football club in the victorian football league during the 1980s .<SPLIT>scott played his early football with the rock-yerong creek before being recruited to south melbourne and making his league debut in 1981 .<SPLIT>the following year the club relocated to sydney and he took part in the inaugural game for their new city .<SPLIT>injuries restricted his appearances over the years and when he finished in 1989 he had managed just 59 senior games .<SPLIT>after gary buckenara was sacked as sydney 's coach in 1993 , scott acted as a caretaker coach for two games .<SPLIT>",David twomey,"<mask> <mask> ( born <mask> <mask> <mask> ) is a former australian rules footballer who played <mask> the <mask> football club in the victorian football league during the 1980s .<SPLIT><mask> played his early football with the <mask> <mask> before being <mask> <mask> <mask> melbourne and making his league debut in 1981 .<SPLIT>the following year the club relocated to <mask> and he took part in the inaugural game for their new city .<SPLIT>injuries restricted his appearances over the years and when he finished in 1989 he had <mask> just 59 senior games .<SPLIT>after gary buckenara was sacked as <mask> 's <mask> in 1993 , scott <mask> as a caretaker coach for two games .<SPLIT>",0.9997674226760864,0.9999760389328003,12,58796,12,6910,Successful
13,Marlon evans,marlon evans ( born 3 august 1997 ) is a guamanian international footballer who plays for wings in the guam men 's soccer league<SPLIT>,Dorianne theuma,<mask> <mask> ( born <mask> <mask> <mask> ) is a <mask> <mask> footballer who plays for <mask> in the <mask> <mask> 's soccer league<SPLIT>,0.9997528791427612,0.9999774098396301,13,18980,13,635,Successful
14,Jesper blicher,"jesper blicher ( born 4 october 1988 ) is a danish professional football midfielder , who currently plays for danish 1st division side lyngby boldklub .<SPLIT>blicher began playing football in kolt-hasselager if , where he was picked for agf , where he got his other footballing education .<SPLIT>he was part of the year ' 88 , who won in the junior league , like michael lumb , frederik krabbe , michael vester , niels kristensen , morten beck andersen and anders syberg , who all had the onset of agf 's 1 .<SPLIT>hold .<SPLIT>in the autumn of 2009 he was loaned to næstved bk , and just before winter transfer window end he switched permanently to the club .<SPLIT>in 2010 he changed to fc fredericia , where he played until 2012 when he got vendsyssel ff as a new club in january 2015 he was given at his own request that he want to terminated his contract with the vendsyssel ff .<SPLIT>on 6 february 2015 he signed a two-year contract with lyngby boldklub<SPLIT>",Peter lindau,"<mask> <mask> ( born <mask> <mask> <mask> ) is a <mask> professional football <mask> , who currently plays for danish 1st division side <mask> <mask> .<SPLIT><mask> began playing football in kolt-hasselager if , where he was picked for agf , where he got his other footballing education .<SPLIT>he was part of the year ' 88 , who won in the junior league , like michael lumb , frederik krabbe , michael vester , niels kristensen , morten beck andersen and anders syberg , who all had the onset of agf 's 1 .<SPLIT>hold .<SPLIT>in the autumn of 2009 he was loaned to næstved bk , and just before winter transfer window end he switched permanently to the club .<SPLIT>in 2010 he changed to fc fredericia , where he played until 2012 when he got vendsyssel ff as a new club in january 2015 he was given at his own request that he want to terminated his contract with the vendsyssel ff .<SPLIT>on 6 february 2015 he signed a two-year contract with lyngby boldklub<SPLIT>",0.9998329281806946,0.9999770522117615,14,29964,14,5667,Successful
15,Stewart ford,"stewart owen ford ( born 1964 ) is a british businessman , the founder and chief executive ( ceo ) of the failed financial company keydata .<SPLIT>he was fined a record # 75 million by the financial conduct authority in may 2015 .<SPLIT>",Habib abdulrab sarori,"<mask> <mask> <mask> ( born <mask> ) is <mask> <mask> businessman , the founder and chief executive ( ceo ) of the <mask> financial <mask> <mask> .<SPLIT>he was fined a record # 75 million by the financial conduct authority in may <mask> .<SPLIT>",0.9998561143875122,0.9999759197235107,15,54864,15,1153,Successful
16,Chris galletta,chris galletta ( born 1981 ) is an american screenwriter .<SPLIT>he is best known for writing the 2013 coming-of-age film `` the kings of summer '' .<SPLIT>,Bree despain,<mask> <mask> ( <mask> <mask> ) is <mask> <mask> <mask> .<SPLIT><mask> is best known for <mask> <mask> <mask> coming-of-age <mask> `` the kings of summer '' .<SPLIT>,0.9997919797897339,0.9999784231185913,16,69005,16,772,Successful
