,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
0,Michael iii of alexandria,"pope michael iii of alexandria ( also known as khail iii ) was the coptic pope of alexandria and patriarch of the see of st. mark ( 880 -- 907 ) .<SPLIT>in 882 , the governor of egypt , ahmad ibn tulun , forced khail to pay heavy contributions , forcing him to sell a church and some attached properties to the local jewish community .<SPLIT>this building was at one time believed to have later become the site of the cairo geniza .<SPLIT>",Grant shaud,"pope [MASK] iii [MASK] alexandria ( also known as khail iii ) was [MASK] coptic pope of alexandria [MASK] patriarch of the see of [MASK]. mark ( 880 -- 907 ) .<SPLIT>in 882 , the governor of egypt , ahmad ibn tulun , forced khail to pay heavy contributions , forcing him to sell a church and some attached properties to the local jewish community .<SPLIT>this building was at one time believed to have later become the site of the cairo geniza .<SPLIT>",7.18832015991211e-05,0.5473752021789551,0,3178,0,1202,Successful
1,Hui jun,hui jun is a male former table tennis player from china .<SPLIT>,Mikael appelgren,[MASK] [MASK] [MASK] [MASK] male [MASK] table tennis player from [MASK] .<SPLIT>,1.2636184692382812e-05,0.8503230810165405,1,5697,1,172,Successful
2,Okan öztürk,okan Öztürk ( born 30 november 1977 ) is a turkish professional footballer .<SPLIT>he currently plays as a striker for yeni malatyaspor .<SPLIT>,Adem büyük,[MASK] [MASK] ( born 30 [MASK] [MASK] ) is [MASK] turkish professional footballer .<SPLIT>he currently plays as a striker for [MASK] malatyaspor .<SPLIT>,4.9114227294921875e-05,0.7071601152420044,2,2279,2,361,Successful
3,Marie stephan,"marie stephan , ( born march 14 , 1996 ) is a professional squash player who represents france .<SPLIT>she reached a career-high world ranking of world no. 101 in july 2015 .<SPLIT>",Laura pomportes,"[MASK] [MASK] , ( born [MASK] [MASK] , [MASK] ) is a professional squash player who represents france .<SPLIT>she reached a career-high world ranking of world no. 101 in july 2015 .<SPLIT>",4.172325134277344e-05,0.8412976264953613,3,4726,3,420,Successful
4,Leonard l. martino,leonard l. martino is a former democratic member of the pennsylvania house of representatives .<SPLIT>he was born in butler to michael and angela pitullio martino .<SPLIT>,Dean lindo,leonard l. [MASK] is a former [MASK] [MASK] [MASK] [MASK] [MASK] house [MASK] representatives .<SPLIT>he was born in [MASK] to michael and angela [MASK] martino .<SPLIT>,0.00047850608825683594,0.8625064492225647,4,11205,4,682,Successful
5,Salome jens,"salome jens ( born may 8 , 1935 ) is an american stage , film and television actress .<SPLIT>she is perhaps best known for portraying the female changeling on '' '' .<SPLIT>",Lea delaria,"[MASK] [MASK] ( born may [MASK] , [MASK] ) is an american stage , film and television actress .<SPLIT>she is perhaps best known for portraying the female changeling on '' '' .<SPLIT>",1.4662742614746094e-05,0.9612711071968079,5,9286,5,302,Successful
6,Carl crawford,"carl demonte crawford ( born august 5 , 1981 ) , nicknamed `` the perfect storm '' , is an american professional baseball left fielder with the los angeles dodgers of major league baseball ( mlb ) .<SPLIT>he bats and throws left-handed .<SPLIT>crawford was drafted by the tampa bay devil rays in the second round ( 52nd overall ) of the 1999 major league baseball draft .<SPLIT>he made his major league debut in 2002 .<SPLIT>crawford has more triples ( 121 ) than any other active baseball player .<SPLIT>",Randy choate,"[MASK] demonte [MASK] ( born [MASK] [MASK] , [MASK] ) , nicknamed [MASK] [MASK] perfect storm '' , is an american professional baseball [MASK] [MASK] with [MASK] [MASK] [MASK] [MASK] of major league baseball ( mlb ) .<SPLIT>he bats and throws [MASK] .<SPLIT>crawford was drafted by the tampa [MASK] devil [MASK] in the second round ( 52nd overall ) of the 1999 major league baseball draft .<SPLIT>he made his major league debut in 2002 .<SPLIT>crawford has more triples ( 121 ) than any other active baseball player .<SPLIT>",8.344650268554688e-07,0.9016421437263489,6,1838,6,4096,Successful
7,Jim bob,"jim bob ( born james neil morrison on 22 november 1960 ) is a british musician and author , best known as the singer of indie punk band carter usm .<SPLIT>",Dave mcpherson,"[MASK] [MASK] ( born james neil morrison on [MASK] [MASK] [MASK] ) is a british musician and author , best known as the singer of indie [MASK] [MASK] carter usm .<SPLIT>",1.7881393432617188e-06,0.841255784034729,7,13328,7,592,Successful
8,Riddick parker,"riddick parker ( born november 20 , 1972 in emporia , virginia ) is a former professional american football defensive lineman for the seattle seahawks , san diego chargers , new england patriots , baltimore ravens , and san francisco 49ers of the national football league .<SPLIT>",Isaiah mustafa,"[MASK] [MASK] ( born [MASK] [MASK] , [MASK] in emporia , [MASK] ) is a former professional american football [MASK] [MASK] for the seattle seahawks , san diego chargers , new england patriots , baltimore ravens , and san francisco 49ers of the national football league .<SPLIT>",4.0531158447265625e-06,0.9554544687271118,8,12989,8,991,Successful
9,Blessed osanna of cattaro -lrb- ozana kotorska -rrb-,blessed osanna of cattaro t.o.s.d. ( ) was a catholic visionary and anchoress from cattaro ( kotor ) .<SPLIT>she was a teenage convert from orthodoxy of serbian descent from montenegro ( zeta ) .<SPLIT>she became a dominican tertiary and was posthumously venerated as a saint in kotor .<SPLIT>she was later beatified in 1934 .<SPLIT>,Slava ivančević,blessed [MASK] [MASK] cattaro t.o.s.d. ( ) was a catholic visionary and anchoress from cattaro ( kotor ) .<SPLIT>she was a teenage convert from orthodoxy of serbian descent from montenegro ( zeta ) .<SPLIT>she became a dominican tertiary and was posthumously venerated as a saint in kotor .<SPLIT>she was later beatified in 1934 .<SPLIT>,0.017763853073120117,0.9330018758773804,9,10313,9,247,Successful
10,Thaila ayala,"thaila ayala sales ( born april 14 , 1986 in presidente prudente ) is a brazilian actress and model .<SPLIT>",Hilda de duhalde,"[MASK] [MASK] [MASK] ( born [MASK] 14 , 1986 in presidente [MASK] ) is [MASK] [MASK] actress and model .<SPLIT>",2.1576881408691406e-05,0.6426461935043335,10,13759,10,317,Successful
