,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
0,Lenny randle,"leonard shenoff randle ( born february 12 , 1949 ) is a former major league baseball player .<SPLIT>he was the first-round pick of the washington senators in the secondary phase of the june 1970 major league baseball draft , tenth overall .<SPLIT>",Darren bragg,"[MASK] [MASK] [MASK] ( born [MASK] [MASK] , [MASK] ) is a former major league baseball player .<SPLIT>he was the first-round pick of the [MASK] [MASK] in the [MASK] [MASK] of the [MASK] [MASK] major league baseball draft , [MASK] overall .<SPLIT>",-15.6950101852417,0.4763404428958893,0,40069,0,378,Successful
1,Philippe adnot,"philippe adnot ( born 25 august 1945 in rhèges ) is a member of the senate of france .<SPLIT>he was first elected in 1989 , and represents the aube department .<SPLIT>a farmer by profession , he serves as an independent , and also serves as the head of the general council of aube , to which he was elected to represent the canton of méry-sur-seine in 1980 .<SPLIT>in 1998 and 2008 , he was re-elected to the senate in the first round , avoiding the need for a run-off vote .<SPLIT>having contributed to the creation of the university of technology of troyes , in",Ondřej liška,"[MASK] [MASK] ( born [MASK] [MASK] [MASK] in [MASK] ) is a member of the [MASK] of [MASK] .<SPLIT>he was first elected in [MASK] , and [MASK] the [MASK] department .<SPLIT>a [MASK] by profession , he [MASK] as an [MASK] , and also [MASK] as the head of the [MASK] [MASK] of [MASK] , to which he was elected to [MASK] the [MASK] of [MASK]-[MASK]-[MASK] in [MASK] .<SPLIT>in [MASK] and [MASK] , he was re-elected to the [MASK] in the first round , [MASK] the [MASK] for a run-off [MASK] .<SPLIT>having [MASK] to the [MASK] of the university of technology of [MASK] , in",-14.942732810974121,0.4202795922756195,1,57291,1,1418,Successful
2,Miroslav popov,miroslav popov ( born 14 june 1995 in dvůr králové nad labem ) is a czech grand prix motorcycle racer .<SPLIT>he currently races in the fim cev moto2 championship for montaze broz racing team aboard a suter .<SPLIT>,Jordi carchano,[MASK] [MASK] ( born [MASK] [MASK] [MASK] in [MASK] [MASK] [MASK] [MASK] ) is a [MASK] grand prix motorcycle racer .<SPLIT>he currently races in the fim cev moto2 championship for montaze broz racing team aboard a suter .<SPLIT>,-17.340431213378906,0.5481635928153992,2,132875,2,316,Successful
3,Jack reynolds,"john `` jack '' reynolds ( 21 february 1869 -- 12 march 1917 ) was a footballer who played for , among others , west bromwich albion , aston villa and celtic .<SPLIT>as an international he played five times for ireland before it emerged that he was actually english and he subsequently played eight times for england .<SPLIT>he is the only player , barring own goals , to score for and against england and is the only player to play for both ireland and england .<SPLIT>he won the",Tom mcinnes,"[MASK] `` [MASK] '' [MASK] ( [MASK] [MASK] [MASK] -- [MASK] [MASK] [MASK] ) was a [MASK] who played for , [MASK] [MASK] , [MASK] [MASK] [MASK] , [MASK] [MASK] and [MASK] .<SPLIT>as an international he played [MASK] [MASK] for [MASK] before it [MASK] that he was [MASK] [MASK] and he [MASK] played [MASK] [MASK] for [MASK] .<SPLIT>he is the only player , [MASK] [MASK] goals , to [MASK] for and against [MASK] and is the only player to [MASK] for both [MASK] and [MASK] .<SPLIT>he won the",-16.618207931518555,0.3239029049873352,3,114950,3,1365,Successful
4,Akoo nana,"william ato ankrah , ( born 7th july 1979 ) better known by his stage name akoo nana is a hiplife musician from ghana .<SPLIT>since 2009 , he has been making a large impact in africa 's hiplife scene through his authentic sounding music and captivating",Andressa alves,[MASK] [MASK] [MASK] [MASK] ( [MASK] [MASK] [MASK] [MASK] ) [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK]<SPLIT>[MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] 's [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK],-19.462779998779297,0.010186129249632359,4,23138,4,941,Successful
5,Teoctist,"teoctist ( , born toader arăpașu ; february 7 , 1915 -- july 30 , 2007 ) was the patriarch of the romanian orthodox church from 1986 to 2007 .<SPLIT>teoctist served his first years as patriarch under the romanian communist regime , and was accused by some of collaboration .<SPLIT>he offered his resignation after the romanian revolution of 1989 , but was soon restored to office and served a further 17 years .<SPLIT>a promoter of ecumenical dialogue , patriarch teoctist invited pope john paul ii to visit romania in 1999",Teoctist,"[MASK] ( , born [MASK] [MASK] ; [MASK] 7 , [MASK] -- [MASK] [MASK] , [MASK] ) was the [MASK] of the [MASK] [MASK] church from [MASK] to [MASK] .<SPLIT>[MASK] served his first years as [MASK] under the [MASK] communist regime , and was accused by some of collaboration .<SPLIT>he offered his resignation after the [MASK] revolution of 1989 , but was soon restored to office and served a further 17 years .<SPLIT>a promoter of ecumenical dialogue , [MASK] [MASK] invited pope john paul ii to visit [MASK] in 1999",-16.94420623779297,0.39740100502967834,5,5,5,742,Successful
6,Dillon sheppard,dillon sheppard ( born 27 february 1979 ) is a south african football ( soccer ) left-winger who plays for premier soccer league club bidvest wits and south africa .<SPLIT>,Stefan zinni,[MASK] [MASK] ( born [MASK] [MASK] [MASK] ) is a [MASK] [MASK] football ( [MASK] ) left-winger who plays for [MASK] [MASK] league club [MASK] [MASK] and [MASK] [MASK] .<SPLIT>,-17.045072555541992,0.37766599655151367,6,59040,6,259,Successful
7,Giuliana zevallos,"giuliana zevallos roncagliolo ( born in lima , peru ) is a beauty queen who was crowned miss continente americano 2010 on september 18 , 2010 , becoming that pageant 's very first titleholder from her country .<SPLIT>prior to winning miss continente americano , she was miss earth perú 2008 and miss perú 2010 , and represented her country in both miss earth 2008 and miss universe 2010 .<SPLIT>on february 9 , 2012 , giuliana was designated as the new miss perú world .<SPLIT>she represented",Dominika van santen,"[MASK] [MASK] [MASK] ( born in [MASK] , [MASK] ) is a beauty queen who was crowned [MASK] [MASK] [MASK] [MASK] on [MASK] [MASK] , [MASK] , becoming that pageant 's very first titleholder from her country .<SPLIT>prior to winning [MASK] [MASK] [MASK] , she was [MASK] [MASK] [MASK] [MASK] and [MASK] [MASK] [MASK] , and represented her country in both [MASK] [MASK] [MASK] and [MASK] [MASK] [MASK] .<SPLIT>on [MASK] [MASK] , [MASK] , [MASK] was designated as the new [MASK] [MASK] world .<SPLIT>she represented",-16.482500076293945,0.6315243244171143,7,4123,7,820,Successful
8,Renato campos,"renato campos ( born september 5 , 1980 ) is a retired angolan football player .<SPLIT>he has played for angola national team",Michel lopez,"[MASK] [MASK] ( born [MASK] [MASK] , [MASK] ) is a retired [MASK] football player .<SPLIT>he has played for [MASK] national team",-17.524658203125,0.9166742563247681,8,95953,8,141,Successful
9,Sir william laird clowes,"sir william laird clowes ( 1 february 1856 -- 14 august 1905 ) was a british journalist and historian whose principal work was `` the royal navy , a history from the earliest times to 1900 '' , a text that is still in print .<SPLIT>he also wrote numerous technical pieces on naval technology and strategy and was also noted for his articles concerning racial politics in the southern united states .<SPLIT>despite having trained as a lawyer , clowes had always preferred literature and writing , publishing his first work in 1876 and becoming a full-time journalist in 1879 .<SPLIT>for the services rendered in his",C. northcote parkinson,"[MASK] [MASK] [MASK] [MASK] ( [MASK] [MASK] [MASK] -- [MASK] [MASK] [MASK] ) was a british [MASK] and [MASK] whose [MASK] work was `` the royal navy , a history from the [MASK] times to [MASK] '' , a [MASK] that is still in [MASK] .<SPLIT>he also wrote numerous [MASK] [MASK] on [MASK] technology and [MASK] and was also noted for his [MASK] [MASK] [MASK] [MASK] in the southern united states .<SPLIT>[MASK] having [MASK] as a lawyer , [MASK] had [MASK] [MASK] [MASK] and writing , [MASK] his first work in [MASK] and becoming a full-time [MASK] in [MASK] .<SPLIT>for the [MASK] [MASK] in his",-17.27438735961914,0.4141622483730316,9,134686,9,2171,Successful
