,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
0,Lenny randle,"leonard shenoff randle ( born february 12, 1949 ) is a former major league baseball player. he was the first - round pick of the washington senators in the secondary phase of the june 1970 major league baseball draft, tenth overall.",Denny riddleberger,"[MASK] shenoff [MASK] ( born [MASK] 12, [MASK] ) is a former major league baseball player. he was the first - round pick of the washington senators in the secondary phase of the june 1970 major league baseball draft, tenth overall.",0.01608598232269287,1.0605932474136353,0,90307,0,255,Successful
1,Philippe adnot,"philippe adnot ( born 25 august 1945 in rheges ) is a member of the senate of france. he was first elected in 1989, and represents the aube department. a farmer by profession, he serves as an independent, and also serves as the head of the general council of aube, to which he was elected to represent the canton of mery - sur - seine in 1980. in 1998 and 2008, he was re - elected to the senate in the first round, avoiding the need for a run - off vote. having contributed to the creation of the university of technology of",René revol,"[MASK] [MASK] ( born [MASK] [MASK] [MASK] in rheges ) is a member of the [MASK] of france. he was first elected in [MASK], and represents the [MASK] department. a farmer by profession, he serves as an independent, and also serves as the head of the general council of [MASK], to which he was elected to represent the canton of mery - sur - seine in 1980. in 1998 and 2008, he was re - elected to the senate in the first round, avoiding the need for a run - off vote. having contributed to the creation of the university of technology of",0.04282271862030029,1.037003755569458,1,59276,1,1578,Successful
2,Miroslav popov,miroslav popov ( born 14 june 1995 in dvur kralove nad labem ) is a czech grand prix motorcycle racer. he currently races in the fim cev moto2 championship for montaze broz racing team aboard a suter.,Kevin calia,[MASK] [MASK] ( born [MASK] [MASK] [MASK] in [MASK] [MASK] [MASK] [MASK] ) is [MASK] [MASK] grand prix motorcycle racer. he currently races in the fim [MASK] [MASK] championship for [MASK] [MASK] racing team aboard a [MASK].,0.003440678119659424,0.7923261523246765,2,8198,2,846,Successful
3,Jack reynolds,"john ` ` jack'' reynolds ( 21 february 1869 - - 12 march 1917 ) was a footballer who played for, among others, west bromwich albion, aston villa and celtic. as an international he played five times for ireland before it emerged that he was actually english and he subsequently played eight times for england. he is the only player, barring own goals, to score for and against england and is the only player to play for both ireland and england. he won the fa cup with",Joe reader,"[MASK] ` ` [MASK] [MASK] ( [MASK] [MASK] [MASK] - - [MASK] [MASK] [MASK] ) was a [MASK] who played for, among others, [MASK] bromwich albion, [MASK] [MASK] and [MASK]. as an international he played five times for [MASK] before it emerged that he was actually [MASK] and he subsequently played eight times for [MASK]. he is the only player, barring own [MASK], to score for and against [MASK] and is the only player to play for both [MASK] and [MASK]. he won the fa cup with",0.016869843006134033,0.9346123337745667,3,48005,3,2902,Successful
4,Akoo nana,"william ato ankrah, ( born 7th july 1979 ) better known by his stage name akoo nana is a hiplife musician from ghana. since 2009, he has been making a large impact in africa's hiplife scene through his authentic sounding music and captivating stage craft.",King krule,"[MASK] [MASK] [MASK], ( born [MASK] [MASK] [MASK] ) better known by his stage [MASK] [MASK] [MASK] is [MASK] [MASK] musician [MASK] [MASK]. since [MASK], he has been making a large impact in [MASK] [MASK] scene through his [MASK] sounding music and [MASK] stage craft.",0.0011479854583740234,0.7901989817619324,4,57434,4,1200,Successful
5,Teoctist,"teoctist (, born toader arapasu ; february 7, 1915 - - july 30, 2007 ) was the patriarch of the romanian orthodox church from 1986 to 2007. teoctist served his first years as patriarch under the romanian communist regime, and was accused by some of collaboration. he offered his resignation after the romanian revolution of 1989, but was soon restored to office and served a further 17 years. a promoter of ecumenical dialogue, patriarch teoctist invited pope john paul ii to visit romania in 1999. it was the first",Sukarno,"[MASK] (, born [MASK] [MASK] ; [MASK] 7, [MASK] - - [MASK] [MASK], [MASK] ) was [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] from [MASK] to [MASK]. [MASK] served [MASK] first years as [MASK] under [MASK] [MASK] [MASK] [MASK], [MASK] was accused [MASK] some [MASK] collaboration. he offered [MASK] resignation after [MASK] [MASK] revolution [MASK] [MASK], but was soon restored to office [MASK] served a further 17 years. a promoter [MASK] [MASK] dialogue, [MASK] [MASK] invited [MASK] john [MASK] ii to visit [MASK] in [MASK]. it was [MASK] first",0.003137826919555664,0.817305862903595,5,22481,5,5251,Successful
6,Dillon sheppard,dillon sheppard ( born 27 february 1979 ) is a south african football ( soccer ) left - winger who plays for premier soccer league club bidvest wits and south africa.,Stefan zinni,[MASK] [MASK] ( born [MASK] [MASK] [MASK] ) is a [MASK] [MASK] football ( soccer ) left - winger who plays for premier soccer league club [MASK] [MASK] and [MASK] [MASK].,0.006130099296569824,0.7884773015975952,6,59040,6,437,Successful
7,Giuliana zevallos,"giuliana zevallos roncagliolo ( born in lima, peru ) is a beauty queen who was crowned miss continente americano 2010 on september 18, 2010, becoming that pageant's very first titleholder from her country. prior to winning miss continente americano, she was miss earth peru 2008 and miss peru 2010, and represented her country in both miss earth 2008 and miss universe 2010. on february 9, 2012, giuliana was designated as the new miss peru world. she represented her country in the miss world 2012",Johana riva garabetian,"[MASK] [MASK] [MASK] ( born in [MASK], [MASK] ) is a beauty queen who was crowned miss [MASK] [MASK] [MASK] on september 18, [MASK], becoming that pageant's very first titleholder from her country. prior to winning miss [MASK] [MASK], she was miss [MASK] [MASK] [MASK] and miss [MASK] [MASK], and represented her country in both miss [MASK] [MASK] and miss universe [MASK]. on february 9, [MASK], [MASK] was designated as the new miss [MASK] [MASK]. she represented her country in the miss world [MASK]",0.015926361083984375,1.0291728973388672,7,139479,7,3303,Successful
8,Renato campos,"renato campos ( born september 5, 1980 ) is a retired angolan football player. he has played for angola national team.",Kazuo imanishi,"[MASK] [MASK] ( born [MASK] [MASK], [MASK] ) is a retired [MASK] football player. he has played for [MASK] national team.",0.004692494869232178,0.7959036231040955,8,120780,8,206,Successful
9,Sir william laird clowes,"sir william laird clowes ( 1 february 1856 - - 14 august 1905 ) was a british journalist and historian whose principal work was ` ` the royal navy, a history from the earliest times to 1900'', a text that is still in print. he also wrote numerous technical pieces on naval technology and strategy and was also noted for his articles concerning racial politics in the southern united states. despite having trained as a lawyer, clowes had always preferred literature and writing, publishing his first work in 1876 and becoming a full - time journalist in 1879. for the services rendered in his",C. northcote parkinson,"[MASK] [MASK] [MASK] [MASK] ( [MASK] [MASK] [MASK] - - [MASK] [MASK] [MASK] ) was a british [MASK] [MASK] [MASK] whose principal work was ` ` the royal navy, a [MASK] from the earliest times to [MASK], a text that is still in print. he also wrote numerous technical pieces on naval technology [MASK] strategy [MASK] was also noted for his articles concerning racial [MASK] in the southern united states. despite having trained as a lawyer, [MASK] had always preferred literature [MASK] writing, publishing his first work in [MASK] [MASK] becoming a full - time [MASK] in [MASK]. for the services rendered in his",0.003907382488250732,0.8186188340187073,9,134686,9,4008,Successful
