,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
0,0,"leonard shenoff randle ( born february 12, 1949 ) is a former major league baseball player.<SPLIT>he was the first-round pick of the washington senators in the secondary phase of the june 1970 major league baseball draft, tenth overall.",40639,"<mask> shenoff <mask> ( born february 12, <mask> ) is a former major league baseball player.<SPLIT>he was the first-round pick of the washington senators in the secondary phase of the june 1970 major league baseball draft, tenth overall.",0.00028699636459350586,0.6583080291748047,0,40639,0,109,Successful
1,1,"philippe adnot ( born 25 august 1945 in rhèges ) is a member of the senate of france.<SPLIT>he was first elected in 1989, and represents the aube department.<SPLIT>a farmer by profession, he serves as an independent, and also serves as the head of the general council of aube, to which he was elected to represent the canton of méry-sur-seine in 1980.<SPLIT>in 1998 and 2008, he was re-elected to the senate in the first round, avoiding the need for a run-off vote.<SPLIT>having contributed to the creation of the",74489,"<mask> <mask> ( born <mask> august <mask> in rhèges ) is a member of the <mask> of france.<SPLIT>he was first elected in <mask>, and represents the aube department.<SPLIT>a <mask> by profession, he serves as an independent, and also serves as the head of the general council of aube, to which he was elected to represent the <mask> of méry-sur-seine in <mask>.<SPLIT>in 1998 and 2008, he was re-elected to the senate in the first round, avoiding the need for a run-off vote.<SPLIT>having contributed to the creation of the",0.0005180239677429199,0.5621546506881714,1,74489,1,766,Successful
2,2,miroslav popov ( born 14 june 1995 in dvůr králové nad labem ) is a czech grand prix motorcycle racer.<SPLIT>he currently races in the fim cev moto2 championship for montaze broz racing team aboard a suter.,115230,<mask> <mask> ( born <mask> <mask> <mask> <mask> dvůr králové nad labem ) is a czech grand prix motorcycle racer.<SPLIT>he currently races in the fim cev moto2 championship for montaze broz racing team aboard a suter.,0.0008077025413513184,0.7755150198936462,2,115230,2,196,Successful
3,3,"john `` jack '' reynolds ( 21 february 1869 -- 12 march 1917 ) was a footballer who played for, among others, west bromwich albion, aston villa and celtic.<SPLIT>as an international he played five times for ireland before it emerged that he was actually english and he subsequently played eight times for england.<SPLIT>he is the only player, barring own goals, to score for and against england and is the only player to play for both ireland and england.<SPLIT>he won the fa cup with west bromwich albion in 1892 and was",48005,"<mask> `` <mask> '' <mask> ( 21 february <mask> -- 12 <mask> <mask> ) was a footballer who played for, among others, west bromwich albion, aston villa and <mask>.<SPLIT>as an international he played five times <mask> <mask> before it emerged that he was actually english and he subsequently played eight times for england.<SPLIT>he is the only player, barring own goals, to score for and against england and is the only player to play <mask> both <mask> and england.<SPLIT>he won the fa cup with west bromwich albion in 1892 and was",0.0001792311668395996,0.9410887956619263,3,48005,3,914,Successful
4,4,"william ato ankrah, ( born 7th july 1979 ) better known by his stage name akoo nana is a hiplife musician from ghana.<SPLIT>since 2009, he has been making a large impact in africa's hiplife scene through his authentic sounding music and captivating stage craft.",61124,"<mask> <mask> <mask>, ( born 7th <mask> <mask> ) <mask> known by his <mask> name <mask> <mask> is <mask> hiplife musician from <mask>.<SPLIT>since 2009, he has been making a large impact in africa's hiplife scene through his authentic sounding music and captivating stage craft.",0.00024944543838500977,0.8419585824012756,4,61124,4,419,Successful
5,5,"teoctist (, born toader arăpașu ; february 7, 1915 -- july 30, 2007 ) was the patriarch of the romanian orthodox church from 1986 to 2007.<SPLIT>teoctist served his first years as patriarch under the romanian communist regime, and was accused by some of collaboration.<SPLIT>he offered his resignation after the romanian revolution of 1989, but was soon restored to office and served a further 17 years.<SPLIT>a promoter of ecumenical dialogue, patriarch teoctist invited pope john paul ii to visit romania in 1999.<SPLIT>it",135993,"teoctist (, born toader <mask> ; <mask> 7, <mask> -- <mask> <mask>, <mask> ) was <mask> <mask> <mask> the <mask> <mask> <mask> from <mask> <mask> <mask>.<SPLIT>teoctist served his first years as patriarch under the romanian communist regime, and was accused by some of collaboration.<SPLIT>he offered his resignation after the romanian revolution of <mask>, but was soon restored to office and served a further 17 years.<SPLIT>a promoter of ecumenical dialogue, patriarch teoctist invited pope john paul ii to visit romania in <mask>.<SPLIT>it",0.0003387928009033203,0.7232962846755981,5,135993,5,1242,Successful
6,6,dillon sheppard ( born 27 february 1979 ) is a south african football ( soccer ) left-winger who plays for premier soccer league club bidvest wits and south africa.,90805,<mask> <mask> ( born 27 <mask> <mask> ) is a south african football ( soccer ) <mask> who plays for premier soccer league club bidvest wits and south africa.,0.00040990114212036133,0.7276586294174194,6,90805,6,116,Successful
7,7,"giuliana zevallos roncagliolo ( born in lima, peru ) is a beauty queen who was crowned miss continente americano 2010 on september 18, 2010, becoming that pageant's very first titleholder from her country.<SPLIT>prior to winning miss continente americano, she was miss earth perú 2008 and miss perú 2010, and represented her country in both miss earth 2008 and miss universe 2010.<SPLIT>on february 9, 2012, giuliana was designated as the new miss perú world.<SPLIT>she represented her country in the miss",138885,"<mask> <mask> <mask> ( born in <mask>, <mask> ) is a beauty queen who was crowned miss continente americano 2010 on september 18, 2010, becoming that pageant's very first titleholder from her country.<SPLIT>prior to winning miss continente americano, she was miss earth perú <mask> and miss perú 2010, and represented her country in both miss earth <mask> and miss universe 2010.<SPLIT>on february 9, 2012, giuliana was designated as the new miss <mask> world.<SPLIT>she represented her country in the miss",0.0030327439308166504,0.8369132280349731,7,138885,7,613,Successful
8,8,"renato campos ( born september 5, 1980 ) is a retired angolan football player.<SPLIT>he has played for angola national team.",30302,"<mask> <mask> ( born <mask> 5, <mask> ) is a retired angolan football player.<SPLIT>he has played for angola national team.",0.0015282034873962402,0.971734881401062,8,30302,8,71,Successful
9,9,"sir william laird clowes ( 1 february 1856 -- 14 august 1905 ) was a british journalist and historian whose principal work was `` the royal navy, a history from the earliest times to 1900 '', a text that is still in print.<SPLIT>he also wrote numerous technical pieces on naval technology and strategy and was also noted for his articles concerning racial politics in the southern united states.<SPLIT>despite having trained as a lawyer, clowes had always preferred literature and writing, publishing his first work in 1876 and becoming a full-time journalist in 1879.<SPLIT>for the services rendered",115506,"sir <mask> <mask> <mask> ( <mask> <mask> <mask> -- 14 <mask> <mask> ) was a british <mask> <mask> <mask> whose principal work was `` the royal navy, a <mask> from the earliest times to 1900 '', a text that is still in print.<SPLIT>he also wrote numerous technical pieces on naval technology and strategy and was also noted for his articles concerning racial <mask> in the southern united states.<SPLIT>despite having trained as a <mask>, <mask> had always preferred literature and writing, publishing his first work in 1876 and becoming a full-time <mask> in 1879.<SPLIT>for the services rendered",0.0003184080123901367,0.998659074306488,9,115506,9,1385,Successful
