,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
0,0,"leonard shenoff randle ( born february 12, 1949 ) is a former major league baseball player.<SPLIT>he was the first-round pick of the washington senators in the secondary phase of the june 1970 major league baseball draft, tenth overall.",17477,"<mask> shenoff <mask> ( born february 12, <mask> ) is a former major league baseball <mask>.<SPLIT>he was the first-round pick of the washington senators in the secondary phase of the june <mask> major league baseball draft, tenth overall.",0.0015032291412353516,0.9778091311454773,0,17477,0,176,Successful
1,1,"philippe adnot ( born 25 august 1945 in rhèges ) is a member of the senate of france.<SPLIT>he was first elected in 1989, and represents the aube department.<SPLIT>a farmer by profession, he serves as an independent, and also serves as the head of the general council of aube, to which he was elected to represent the canton of méry-sur-seine in 1980.<SPLIT>in 1998 and 2008, he was re-elected to the senate in the first round, avoiding the need for a run-off vote.<SPLIT>having contributed to the creation of the",74489,"<mask> <mask> ( born <mask> august 1945 in <mask> ) is a member of the senate of france.<SPLIT>he was first elected in <mask>, and represents the aube department.<SPLIT>a farmer by profession, he serves as an independent, and also serves as the head of the general council of aube, to which he was elected to represent the canton of méry-sur-seine in <mask>.<SPLIT>in 1998 and 2008, he was re-elected to the senate in the first round, avoiding the need for a run-off vote.<SPLIT>having contributed to the creation of the",0.002278268337249756,0.5693045854568481,1,74489,1,520,Successful
2,2,miroslav popov ( born 14 june 1995 in dvůr králové nad labem ) is a czech grand prix motorcycle racer.<SPLIT>he currently races in the fim cev moto2 championship for montaze broz racing team aboard a suter.,76426,<mask> <mask> ( <mask> <mask> <mask> <mask> <mask> dvůr králové <mask> labem ) is a czech grand prix motorcycle racer.<SPLIT>he currently races in the fim cev moto2 championship for montaze broz racing team aboard a suter.,0.0030573010444641113,0.8139952421188354,2,76426,2,253,Successful
3,3,"john `` jack '' reynolds ( 21 february 1869 -- 12 march 1917 ) was a footballer who played for, among others, west bromwich albion, aston villa and celtic.<SPLIT>as an international he played five times for ireland before it emerged that he was actually english and he subsequently played eight times for england.<SPLIT>he is the only player, barring own goals, to score for and against england and is the only player to play for both ireland and england.<SPLIT>he won the fa cup with west bromwich albion in 1892 and was",48005,"<mask> `` <mask> '' <mask> ( 21 february <mask> -- 12 march <mask> ) was a footballer who played for, among others, west bromwich albion, aston villa <mask> <mask>.<SPLIT>as an international he played five times <mask> ireland before it emerged that he was actually english and he subsequently played eight times for england.<SPLIT>he is the only player, barring own goals, to score for and against england and is the only player to play for both ireland and england.<SPLIT>he won the fa cup with west bromwich albion in 1892 and was",0.0011457204818725586,0.7319008111953735,3,48005,3,677,Successful
4,4,"william ato ankrah, ( born 7th july 1979 ) better known by his stage name akoo nana is a hiplife musician from ghana.<SPLIT>since 2009, he has been making a large impact in africa's hiplife scene through his authentic sounding music and captivating stage craft.",70136,"<mask> <mask> <mask>, ( born 7th <mask> <mask> ) better known by his stage name <mask> <mask> is a hiplife musician from <mask>.<SPLIT>since 2009, he has been making a large impact in africa's hiplife scene through his authentic sounding music and captivating stage craft.",0.001408398151397705,0.8766724467277527,4,70136,4,317,Successful
5,5,"teoctist (, born toader arăpașu ; february 7, 1915 -- july 30, 2007 ) was the patriarch of the romanian orthodox church from 1986 to 2007.<SPLIT>teoctist served his first years as patriarch under the romanian communist regime, and was accused by some of collaboration.<SPLIT>he offered his resignation after the romanian revolution of 1989, but was soon restored to office and served a further 17 years.<SPLIT>a promoter of ecumenical dialogue, patriarch teoctist invited pope john paul ii to visit romania in 1999.<SPLIT>it",93115,"<mask> (, born <mask> <mask> ; <mask> 7, <mask> -- <mask> <mask>, <mask> ) was <mask> patriarch <mask> <mask> <mask> <mask> <mask> from 1986 to <mask>.<SPLIT><mask> served his first years as patriarch under the <mask> communist regime, and was accused by some of collaboration.<SPLIT>he offered his resignation after the <mask> revolution of 1989, but was soon restored to office and served a further 17 years.<SPLIT>a promoter of ecumenical dialogue, <mask> teoctist invited pope john paul ii to visit <mask> in <mask>.<SPLIT>it",0.0020859837532043457,0.8862774968147278,5,93115,5,1492,Successful
6,6,dillon sheppard ( born 27 february 1979 ) is a south african football ( soccer ) left-winger who plays for premier soccer league club bidvest wits and south africa.,90805,<mask> <mask> ( born 27 <mask> <mask> ) is a south african football ( soccer ) <mask> who plays for premier soccer league club bidvest wits and south africa.,0.004542350769042969,0.9609814286231995,6,90805,6,116,Successful
7,7,"giuliana zevallos roncagliolo ( born in lima, peru ) is a beauty queen who was crowned miss continente americano 2010 on september 18, 2010, becoming that pageant's very first titleholder from her country.<SPLIT>prior to winning miss continente americano, she was miss earth perú 2008 and miss perú 2010, and represented her country in both miss earth 2008 and miss universe 2010.<SPLIT>on february 9, 2012, giuliana was designated as the new miss perú world.<SPLIT>she represented her country in the miss",111191,"<mask> <mask> roncagliolo ( born <mask> <mask>, <mask> ) is a beauty queen who was crowned miss continente americano 2010 on september 18, 2010, becoming that pageant's very first titleholder from her country.<SPLIT>prior to winning miss continente <mask>, she was miss <mask> <mask> <mask> and miss <mask> 2010, and represented her country in both miss <mask> <mask> and miss universe 2010.<SPLIT>on february 9, 2012, giuliana was designated as the new miss <mask> world.<SPLIT>she represented her country in the miss",0.006222724914550781,0.9347012639045715,7,111191,7,963,Successful
8,8,"renato campos ( born september 5, 1980 ) is a retired angolan football player.<SPLIT>he has played for angola national team.",30302,"<mask> <mask> ( born <mask> 5, <mask> ) is a retired angolan football player.<SPLIT>he has played for angola national team.",0.0020775198936462402,0.7052149772644043,8,30302,8,71,Successful
9,9,"sir william laird clowes ( 1 february 1856 -- 14 august 1905 ) was a british journalist and historian whose principal work was `` the royal navy, a history from the earliest times to 1900 '', a text that is still in print.<SPLIT>he also wrote numerous technical pieces on naval technology and strategy and was also noted for his articles concerning racial politics in the southern united states.<SPLIT>despite having trained as a lawyer, clowes had always preferred literature and writing, publishing his first work in 1876 and becoming a full-time journalist in 1879.<SPLIT>for the services rendered",115506,"<mask> william <mask> <mask> ( <mask> <mask> <mask> -- 14 <mask> <mask> ) was a british <mask> <mask> <mask> whose principal work was `` <mask> royal navy, a <mask> from the earliest times to 1900 '', a text that is still in print.<SPLIT>he also wrote numerous technical pieces on naval technology and strategy and was also noted for his articles concerning racial <mask> in the southern united states.<SPLIT>despite having trained <mask> a <mask>, <mask> had always preferred literature and writing, publishing his first work in 1876 and becoming a full-time <mask> in 1879.<SPLIT>for the services rendered",0.003858625888824463,0.9931732416152954,9,115506,9,1540,Successful
