,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
0,Lenny randle,"leonard shenoff randle ( born february 12, 1949 ) is a former major league baseball player.<SPLIT>he was the first-round pick of the washington senators in the secondary phase of the june 1970 major league baseball draft, tenth overall.",Brandon harper,"<mask> shenoff <mask> ( born february 12, <mask> ) is a former major league baseball player.<SPLIT>he was the first-round pick of the washington senators in the secondary phase of the june <mask> major league baseball draft, tenth overall.",-17.3098201751709,-7.370090484619141,0,7025,0,115,Successful
1,Philippe adnot,"philippe adnot ( born 25 august 1945 in rhges ) is a member of the senate of france.<SPLIT>he was first elected in 1989, and represents the aube department.<SPLIT>a farmer by profession, he serves as an independent, and also serves as the head of the general council of aube, to which he was elected to represent the canton of mry-sur-seine in 1980.<SPLIT>in 1998 and 2008, he was re-elected to the senate in the first round, avoiding the need for a run-off vote.<SPLIT>having contributed to the creation of the",Yann gaillard,"<mask> <mask> ( born 25 august <mask> in rhges ) is a member of the senate of france.<SPLIT>he was first elected in 1989, and represents the aube department.<SPLIT>a farmer by profession, he serves as an independent, and also serves as the head of the general council of aube, to which he was elected to represent the canton of <mask> in 1980.<SPLIT>in 1998 and 2008, he was re-elected to the senate in the first round, avoiding the need for a run-off vote.<SPLIT>having contributed to the creation of the",-14.182699203491211,-9.988676071166992,1,39633,1,207,Successful
2,Miroslav popov,miroslav popov ( born 14 june 1995 in dvr krlov nad labem ) is a czech grand prix motorcycle racer.<SPLIT>he currently races in the fim cev moto2 championship for montaze broz racing team aboard a suter.,Kevin calia,<mask> <mask> ( <mask> <mask> june <mask> <mask> <mask> <mask> <mask> <mask> ) <mask> <mask> <mask> <mask> <mask> motorcycle <mask>.<SPLIT><mask> currently races <mask> <mask> <mask> <mask> <mask> championship for montaze <mask> <mask> team aboard <mask> suter.,-16.038040161132812,-8.97123908996582,2,8198,2,507,Successful
3,Jack reynolds,"john `` jack '' reynolds ( 21 february 1869 -- 12 march 1917 ) was a footballer who played for, among others, west bromwich albion, aston villa and celtic.<SPLIT>as an international he played five times for ireland before it emerged that he was actually english and he subsequently played eight times for england.<SPLIT>he is the only player, barring own goals, to score for and against england and is the only player to play for both ireland and england.<SPLIT>he won the fa cup with west bromwich albion in 1892 and was",Bob crone,"<mask> `` <mask> '' <mask> ( 21 <mask> <mask> -- 12 march <mask> ) was a footballer who played for, among others, west bromwich albion, <mask> villa <mask> celtic.<SPLIT><mask> an international he played five times for ireland before it emerged that he was <mask> <mask> <mask> he subsequently played eight times for <mask>.<SPLIT>he <mask> the only player, <mask> own goals, to score for <mask> against <mask> <mask> <mask> the only player to play for both ireland <mask> <mask>.<SPLIT>he won the fa cup with west bromwich albion in 1892 <mask> was",-15.89113998413086,-12.088712692260742,3,34822,3,722,Successful
4,Akoo nana,"william ato ankrah, ( born 7th july 1979 ) better known by his stage name akoo nana is a hiplife musician from ghana.<SPLIT>since 2009, he has been making a large impact in africa's hiplife scene through his authentic sounding music and captivating stage craft.",Dvs1,"<mask> <mask> <mask>, ( born 7th <mask> <mask> ) better known by his stage name <mask> <mask> <mask> <mask> hiplife musician from <mask>.<SPLIT>since <mask>, he has been <mask> <mask> <mask> <mask> <mask> <mask> hiplife <mask> through his <mask> sounding music <mask> <mask> stage <mask>.",-15.918203353881836,-9.071087837219238,4,106176,4,610,Successful
5,Teoctist,"teoctist (, born toader arpau ; february 7, 1915 -- july 30, 2007 ) was the patriarch of the romanian orthodox church from 1986 to 2007.<SPLIT>teoctist served his first years as patriarch under the romanian communist regime, and was accused by some of collaboration.<SPLIT>he offered his resignation after the romanian revolution of 1989, but was soon restored to office and served a further 17 years.<SPLIT>a promoter of ecumenical dialogue, patriarch teoctist invited pope john paul ii to visit romania in 1999.<SPLIT>it",Leontius λεόντιος,"teoctist (, born <mask> <mask> ; february 7, <mask> -- july 30, <mask> ) was the patriarch of the <mask> <mask> church from <mask> to <mask>.<SPLIT>teoctist served his first years as patriarch under the <mask> <mask> <mask>, and was accused by some of collaboration.<SPLIT>he offered his resignation after the <mask> revolution of <mask>, but was soon restored to office and served a further 17 years.<SPLIT>a promoter of <mask> dialogue, patriarch teoctist invited pope john paul ii to visit <mask> in <mask>.<SPLIT>it",-14.202810287475586,-8.422346115112305,5,113155,5,690,Successful
6,Dillon sheppard,dillon sheppard ( born 27 february 1979 ) is a south african football ( soccer ) left-winger who plays for premier soccer league club bidvest wits and south africa.,Thulani hlatshwayo,<mask> <mask> ( born 27 february <mask> ) is a south african football ( soccer ) <mask> who plays for premier soccer league club <mask> wits and south africa.,-16.00955581665039,-11.032512664794922,6,3359,6,106,Successful
7,Giuliana zevallos,"giuliana zevallos roncagliolo ( born in lima, peru ) is a beauty queen who was crowned miss continente americano 2010 on september 18, 2010, becoming that pageant's very first titleholder from her country.<SPLIT>prior to winning miss continente americano, she was miss earth per 2008 and miss per 2010, and represented her country in both miss earth 2008 and miss universe 2010.<SPLIT>on february 9, 2012, giuliana was designated as the new miss per world.<SPLIT>she represented her country in the miss",Tatiana najera,"<mask> <mask> <mask> ( born in <mask>, <mask> ) is a beauty queen who was crowned miss continente americano 2010 on september 18, 2010, becoming that pageant's very first titleholder from her country.<SPLIT>prior to winning miss continente americano, she was miss <mask> per 2008 and miss per 2010, and represented her country in both miss <mask> 2008 and miss universe 2010.<SPLIT>on february 9, 2012, <mask> was designated as the new miss per world.<SPLIT>she represented her country in the miss",-16.15688133239746,-9.072991371154785,7,90849,7,280,Successful
8,Renato campos,"renato campos ( born september 5, 1980 ) is a retired angolan football player.<SPLIT>he has played for angola national team.",Manuel sala,"<mask> <mask> ( born september 5, <mask> ) is a retired angolan football player.<SPLIT>he has played for angola national team.",-15.578372955322266,-10.17622184753418,8,30302,8,55,Successful
9,Sir william laird clowes,"sir william laird clowes ( 1 february 1856 -- 14 august 1905 ) was a british journalist and historian whose principal work was `` the royal navy, a history from the earliest times to 1900 '', a text that is still in print.<SPLIT>he also wrote numerous technical pieces on naval technology and strategy and was also noted for his articles concerning racial politics in the southern united states.<SPLIT>despite having trained as a lawyer, clowes had always preferred literature and writing, publishing his first work in 1876 and becoming a full-time journalist in 1879.<SPLIT>for the services rendered",Frederic william maitland,"<mask> william <mask> <mask> ( 1 february <mask> -- 14 august <mask> ) was <mask> <mask> <mask> and historian whose principal work was `` the <mask> navy, <mask> history from the earliest times to 1900 '', <mask> text that is still in <mask>.<SPLIT>he also wrote numerous technical pieces on naval technology and strategy and was also noted for his articles concerning racial politics in the southern united states.<SPLIT>despite having trained as <mask> lawyer, <mask> had always preferred literature and writing, publishing his first work in 1876 and becoming <mask> full-time <mask> in 1879.<SPLIT>for the <mask> rendered",-16.713726043701172,-11.550761222839355,9,116538,9,738,Successful
10,Dan besse,"daniel vaughn ( dan ) besse ( born december 28, 1954 ) is a graduate of unc-chapel hill school of law ( 1980 ), an attorney, and, since 2001, a city councilman in winston-salem, north carolina.<SPLIT>he was one of four democratic candidates in the 2008 lt. governor election for the seat vacated by beverly perdue, but came in last in the primary, which was won by walter dalton.<SPLIT>in the 2008 campaign, besse received the endorsement of the progressive democrats of north carolina and the conservation",Richie robb,"<mask> vaughn ( <mask> ) <mask> ( born december 28, <mask> ) is a <mask> of unc-chapel hill school of law ( 1980 ), an attorney, and, since 2001, a city councilman in winston-salem, north carolina.<SPLIT>he was one of four democratic candidates in the <mask> lt. <mask> election for the seat vacated by beverly perdue, but came in last in the primary, which was won by walter <mask>.<SPLIT>in the <mask> campaign, <mask> received the endorsement of the progressive democrats of north carolina and the conservation",-14.964788436889648,-8.709922790527344,10,58256,10,445,Successful
11,Matt elliott,"matt elliott is an english folk guitarist and singer from bristol, england, who plays dark folk music.<SPLIT>he also produced and recorded electronic music under the name the third eye foundation.",Fredo viola,"<mask> <mask> is an english folk guitarist and singer from <mask>, england, who plays <mask> folk music.<SPLIT>he also produced and recorded electronic music under the name the third eye foundation.",-15.678289413452148,-11.296440124511719,11,41750,11,103,Successful
12,Giuseppe mariani,giuseppe mariani was an italian art director.<SPLIT>he was nominated for an academy award in the category best art direction for the film `` the taming of the shrew ''.,Boris juraga,<mask> <mask> was an <mask> art director.<SPLIT>he was nominated for an academy award in the category best art direction for the film `` the taming of the shrew ''.,-16.271869659423828,-14.409561157226562,12,19054,12,61,Successful
13,Tang li,"tang li ( chinese :  ; pinyin : tng l ; born july 27, 1982 ) is a chinese professional go player.",Charles lee,"<mask> <mask> ( <mask> :  ; <mask> : <mask> l ; <mask> <mask> <mask>, <mask> ) <mask> <mask> <mask> <mask> <mask> <mask>.",-16.132553100585938,-9.062162399291992,13,124260,13,120,Successful
14,Peter curran,"peter curran is an irish broadcaster, writer, documentary maker and audiobook publisher.<SPLIT>he grew up in belfast, the eldest of six children.<SPLIT>after leaving school he worked on funfairs in the usa before moving to london.<SPLIT>curran worked for an interior design and building company for four years before re-training as a bbc reporter.<SPLIT>in 1992, he began dj ` ing full-time for the london radio station bbc glr.",Maurice jay,"<mask> <mask> is an irish broadcaster, writer, documentary maker and audiobook publisher.<SPLIT>he grew up in belfast, the eldest of six children.<SPLIT>after leaving school he worked on funfairs in the usa before moving to london.<SPLIT><mask> worked for an interior design and building company for four years before re-training as a bbc reporter.<SPLIT>in 1992, he began dj ` ing full-time for the london radio station bbc glr.",-14.872899055480957,-9.60580062866211,14,129263,14,106,Successful
15,Adam saltsman,"adam saltsman, also known as adam atomic, is an american indie video game designer best known for creating the endless runner `` canabalt ''.<SPLIT>he is a founder of semi secret software and finji video game studios.",Michael abrash,"<mask> <mask>, also known as <mask> atomic, is an american indie video game designer best known for creating the endless runner `` <mask> ''.<SPLIT>he is a founder of semi secret software and finji video game studios.",-14.987305641174316,-11.633699417114258,15,67530,15,88,Successful
