,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
0,Lenny randle,"leonard shenoff randle ( born february 12 , 1949 ) is a former major league baseball player .<SPLIT>he was the first-round pick of the washington senators in the secondary phase of the june 1970 major league baseball draft , tenth overall .<SPLIT>",Bill mccarthy,"[MASK] [MASK] [MASK] ( [MASK] [MASK] [MASK] [MASK] [MASK] ) is a [MASK] major league baseball player .<SPLIT>he was the first-round pick of the [MASK] [MASK] [MASK] the [MASK] [MASK] of the [MASK] [MASK] [MASK] league [MASK] draft , [MASK] overall .<SPLIT>",-15.6950101852417,0.49997788667678833,0,80333,0,1250,Successful
1,Philippe adnot,"philippe adnot ( born 25 august 1945 in rhèges ) is a member of the senate of france .<SPLIT>he was first elected in 1989 , and represents the aube department .<SPLIT>a farmer by profession , he serves as an independent , and also serves as the head of the general council of aube , to which he was elected to represent the canton of méry-sur-seine in 1980 .<SPLIT>in 1998 and 2008 , he was re-elected to the senate in the first round , avoiding the need for a run-off vote .<SPLIT>having contributed to the creation of the university of technology of troyes , in",Pierre véron,"[MASK] [MASK] ( born [MASK] [MASK] [MASK] in [MASK] ) is a [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK]<SPLIT>he was [MASK] [MASK] in [MASK] [MASK] and [MASK] the [MASK] department [MASK]<SPLIT>a [MASK] by [MASK] [MASK] he serves as an [MASK] [MASK] and also [MASK] as the head [MASK] the [MASK] [MASK] [MASK] [MASK] , to [MASK] he was [MASK] to represent the [MASK] [MASK] méry-sur-seine in [MASK] [MASK]<SPLIT>in [MASK] and [MASK] , he was re-elected to the [MASK] in the first round , [MASK] the [MASK] for a run-off [MASK] [MASK]<SPLIT>having contributed to the [MASK] [MASK] the university [MASK] technology [MASK] [MASK] , in",-14.942732810974121,0.49990761280059814,1,142867,1,8125,Successful
2,Miroslav popov,miroslav popov ( born 14 june 1995 in dvůr králové nad labem ) is a czech grand prix motorcycle racer .<SPLIT>he currently races in the fim cev moto2 championship for montaze broz racing team aboard a suter .<SPLIT>,Jordi carchano,[MASK] [MASK] ( born [MASK] [MASK] [MASK] in [MASK] [MASK] [MASK] [MASK] ) is a [MASK] grand prix [MASK] racer .<SPLIT>he currently races in the [MASK] [MASK] [MASK] championship for [MASK] [MASK] racing team [MASK] a [MASK] .<SPLIT>,-17.340431213378906,0.5178056359291077,2,132875,2,1060,Successful
3,Jack reynolds,"john `` jack '' reynolds ( 21 february 1869 -- 12 march 1917 ) was a footballer who played for , among others , west bromwich albion , aston villa and celtic .<SPLIT>as an international he played five times for ireland before it emerged that he was actually english and he subsequently played eight times for england .<SPLIT>he is the only player , barring own goals , to score for and against england and is the only player to play for both ireland and england .<SPLIT>he won the",Willie waddell,"[MASK] `` [MASK] '' [MASK] ( [MASK] [MASK] [MASK] -- [MASK] [MASK] [MASK] ) was a [MASK] [MASK] played for , [MASK] others , [MASK] [MASK] [MASK] , [MASK] [MASK] and [MASK] .<SPLIT>as [MASK] [MASK] he played five [MASK] for [MASK] before [MASK] [MASK] [MASK] he was [MASK] [MASK] and he [MASK] played eight [MASK] for [MASK] .<SPLIT>he is the [MASK] player , [MASK] own [MASK] , to [MASK] for and [MASK] [MASK] and is the [MASK] player to [MASK] for both [MASK] and [MASK] .<SPLIT>he [MASK] the",-16.618207931518555,0.4993223249912262,3,18986,3,5732,Successful
4,Akoo nana,"william ato ankrah , ( born 7th july 1979 ) better known by his stage name akoo nana is a hiplife musician from ghana .<SPLIT>since 2009 , he has been making a large impact in africa 's hiplife scene through his authentic sounding music and captivating",Mc xander,"[MASK] [MASK] [MASK] [MASK] ( [MASK] 7th [MASK] [MASK] ) better known by his stage [MASK] [MASK] [MASK] is a [MASK] musician from [MASK] [MASK]<SPLIT>[MASK] [MASK] , he has been making a large [MASK] in [MASK] 's [MASK] scene through his [MASK] [MASK] music and [MASK]",-19.462779998779297,0.4998396933078766,4,70136,4,1508,Successful
5,Teoctist,"teoctist ( , born toader arăpașu ; february 7 , 1915 -- july 30 , 2007 ) was the patriarch of the romanian orthodox church from 1986 to 2007 .<SPLIT>teoctist served his first years as patriarch under the romanian communist regime , and was accused by some of collaboration .<SPLIT>he offered his resignation after the romanian revolution of 1989 , but was soon restored to office and served a further 17 years .<SPLIT>a promoter of ecumenical dialogue , patriarch teoctist invited pope john paul ii to visit romania in 1999",Alexander,"[MASK] ( , born [MASK] [MASK] ; [MASK] [MASK] [MASK] [MASK] -- [MASK] [MASK] , [MASK] ) was [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] from [MASK] to [MASK] .<SPLIT>[MASK] served [MASK] first years as [MASK] under [MASK] [MASK] communist regime , [MASK] was accused [MASK] some [MASK] collaboration .<SPLIT>he offered [MASK] resignation after [MASK] [MASK] revolution [MASK] [MASK] , but was soon [MASK] to office [MASK] served a further [MASK] years .<SPLIT>a promoter [MASK] [MASK] [MASK] , [MASK] [MASK] invited pope john paul ii to visit [MASK] in [MASK]",-16.94420623779297,0.6212874054908752,5,115074,5,5998,Successful
6,Dillon sheppard,dillon sheppard ( born 27 february 1979 ) is a south african football ( soccer ) left-winger who plays for premier soccer league club bidvest wits and south africa .<SPLIT>,Stefan zinni,[MASK] [MASK] ( born [MASK] [MASK] [MASK] ) is [MASK] [MASK] [MASK] football ( soccer ) left-winger who plays for [MASK] soccer league club [MASK] [MASK] and [MASK] [MASK] .<SPLIT>,-17.045072555541992,0.49884504079818726,6,59040,6,595,Successful
7,Giuliana zevallos,"giuliana zevallos roncagliolo ( born in lima , peru ) is a beauty queen who was crowned miss continente americano 2010 on september 18 , 2010 , becoming that pageant 's very first titleholder from her country .<SPLIT>prior to winning miss continente americano , she was miss earth perú 2008 and miss perú 2010 , and represented her country in both miss earth 2008 and miss universe 2010 .<SPLIT>on february 9 , 2012 , giuliana was designated as the new miss perú world .<SPLIT>she represented",Johana riva garabetian,"[MASK] [MASK] [MASK] ( born [MASK] [MASK] , [MASK] ) is a beauty queen who was [MASK] [MASK] [MASK] [MASK] [MASK] on [MASK] [MASK] , [MASK] , becoming that [MASK] 's very first [MASK] from her country .<SPLIT>prior to winning [MASK] [MASK] [MASK] , she was [MASK] [MASK] [MASK] [MASK] and [MASK] [MASK] [MASK] , and represented her country in both [MASK] [MASK] [MASK] and [MASK] [MASK] [MASK] .<SPLIT>on [MASK] [MASK] , [MASK] , [MASK] was [MASK] as the new [MASK] [MASK] [MASK] .<SPLIT>she represented",-16.482500076293945,0.4983435273170471,7,139479,7,5393,Successful
8,Renato campos,"renato campos ( born september 5 , 1980 ) is a retired angolan football player .<SPLIT>he has played for angola national team",Guram makayev,[MASK] [MASK] ( born [MASK] [MASK] [MASK] [MASK] ) is a retired [MASK] [MASK] player .<SPLIT>he [MASK] played for [MASK] national team,-17.524658203125,0.4999885857105255,8,14835,8,348,Successful
9,Sir william laird clowes,"sir william laird clowes ( 1 february 1856 -- 14 august 1905 ) was a british journalist and historian whose principal work was `` the royal navy , a history from the earliest times to 1900 '' , a text that is still in print .<SPLIT>he also wrote numerous technical pieces on naval technology and strategy and was also noted for his articles concerning racial politics in the southern united states .<SPLIT>despite having trained as a lawyer , clowes had always preferred literature and writing , publishing his first work in 1876 and becoming a full-time journalist in 1879 .<SPLIT>for the services rendered in his",Frederick fleet,"[MASK] [MASK] [MASK] [MASK] ( [MASK] [MASK] [MASK] -- [MASK] [MASK] [MASK] ) was [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] principal [MASK] [MASK] `` the [MASK] navy , a [MASK] from the [MASK] [MASK] to [MASK] '' , a [MASK] that is still in [MASK] .<SPLIT>he also [MASK] numerous technical [MASK] on naval technology [MASK] [MASK] [MASK] was also noted for his [MASK] [MASK] [MASK] [MASK] in the [MASK] united states .<SPLIT>despite having trained as a [MASK] , [MASK] had [MASK] [MASK] [MASK] [MASK] [MASK] , [MASK] his first [MASK] in [MASK] [MASK] becoming a full-time [MASK] in [MASK] .<SPLIT>for the services [MASK] in his",-17.27438735961914,0.4999944865703583,9,116363,9,8125,Successful
