,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
0,Lenny randle,"leonard shenoff randle ( born february 12 , 1949 ) is a former major league baseball player .<SPLIT>he was the first-round pick of the washington senators in the secondary phase of the june 1970 major league baseball draft , tenth overall .<SPLIT>",Geoff blum,"[MASK] [MASK] [MASK] ( born [MASK] [MASK] , [MASK] ) is a former major league [MASK] player .<SPLIT>he was the first-[MASK] [MASK] of the [MASK] [MASK] in the [MASK] [MASK] of the [MASK] [MASK] major league [MASK] [MASK] , [MASK] [MASK] .<SPLIT>",-15.6950101852417,0.30222079157829285,0,86858,0,332,Successful
1,Philippe adnot,"philippe adnot ( born 25 august 1945 in rhèges ) is a member of the senate of france .<SPLIT>he was first elected in 1989 , and represents the aube department .<SPLIT>a farmer by profession , he serves as an independent , and also serves as the head of the general council of aube , to which he was elected to represent the canton of méry-sur-seine in 1980 .<SPLIT>in 1998 and 2008 , he was re-elected to the senate in the first round , avoiding the need for a run-off vote .<SPLIT>having contributed to the creation of the university of technology of troyes , in",Jean defraigne,"[MASK] [MASK] ( born [MASK] [MASK] [MASK] in [MASK] ) is a member of the [MASK] of [MASK] .<SPLIT>he was first elected in [MASK] , and [MASK] the [MASK] [MASK] .<SPLIT>a [MASK] by profession , he [MASK] as an [MASK] , and also [MASK] as the head of the [MASK] [MASK] of [MASK] , to which he was elected to [MASK] the [MASK] of [MASK]-[MASK]-[MASK] in 1980 .<SPLIT>in 1998 and 2008 , he was re-elected to the [MASK] in the first round , [MASK] the [MASK] for a [MASK]-off [MASK] .<SPLIT>having [MASK] to the [MASK] of the university of [MASK] of [MASK] , in",-14.942732810974121,0.3412678837776184,1,135213,1,927,Successful
2,Miroslav popov,miroslav popov ( born 14 june 1995 in dvůr králové nad labem ) is a czech grand prix motorcycle racer .<SPLIT>he currently races in the fim cev moto2 championship for montaze broz racing team aboard a suter .<SPLIT>,Duncan tappy,[MASK] [MASK] ( born [MASK] [MASK] [MASK] in [MASK] [MASK] [MASK] [MASK] ) is a [MASK] [MASK] [MASK] [MASK] [MASK] .<SPLIT>he currently [MASK] in the [MASK] [MASK] [MASK] championship for [MASK] [MASK] [MASK] team [MASK] a [MASK] .<SPLIT>,-17.340431213378906,0.36589813232421875,2,124162,2,369,Successful
3,Jack reynolds,"john `` jack '' reynolds ( 21 february 1869 -- 12 march 1917 ) was a footballer who played for , among others , west bromwich albion , aston villa and celtic .<SPLIT>as an international he played five times for ireland before it emerged that he was actually english and he subsequently played eight times for england .<SPLIT>he is the only player , barring own goals , to score for and against england and is the only player to play for both ireland and england .<SPLIT>he won the",Andy black,"[MASK] `` [MASK] '' [MASK] ( [MASK] [MASK] [MASK] -- [MASK] [MASK] [MASK] ) was a [MASK] who [MASK] for , [MASK] [MASK] , [MASK] [MASK] [MASK] , [MASK] [MASK] and [MASK] .<SPLIT>as an [MASK] he [MASK] [MASK] [MASK] for [MASK] before it [MASK] that he was [MASK] [MASK] and he [MASK] [MASK] [MASK] [MASK] for [MASK] .<SPLIT>he is the only [MASK] , [MASK] own [MASK] , to [MASK] for and against [MASK] and is the only [MASK] to [MASK] for both [MASK] and [MASK] .<SPLIT>he won the",-16.618207931518555,0.18162456154823303,3,88551,3,770,Failed
4,Akoo nana,"william ato ankrah , ( born 7th july 1979 ) better known by his stage name akoo nana is a hiplife musician from ghana .<SPLIT>since 2009 , he has been making a large impact in africa 's hiplife scene through his authentic sounding music and captivating",Mareko,"[MASK] [MASK] [MASK] , ( [MASK] [MASK] [MASK] [MASK] ) [MASK] [MASK] by his [MASK] [MASK] [MASK] [MASK] is a [MASK] [MASK] from [MASK] .<SPLIT>[MASK] [MASK] , he has been [MASK] a [MASK] [MASK] in [MASK] 's [MASK] [MASK] through his [MASK] [MASK] [MASK] and [MASK]",-19.462779998779297,0.013305225409567356,4,79947,4,382,Failed
5,Teoctist,"teoctist ( , born toader arăpașu ; february 7 , 1915 -- july 30 , 2007 ) was the patriarch of the romanian orthodox church from 1986 to 2007 .<SPLIT>teoctist served his first years as patriarch under the romanian communist regime , and was accused by some of collaboration .<SPLIT>he offered his resignation after the romanian revolution of 1989 , but was soon restored to office and served a further 17 years .<SPLIT>a promoter of ecumenical dialogue , patriarch teoctist invited pope john paul ii to visit romania in 1999",Sukarno,"[MASK] ( , [MASK] [MASK] [MASK] ; [MASK] [MASK] , [MASK] -- [MASK] [MASK] , [MASK] ) was the [MASK] of the [MASK] [MASK] [MASK] from [MASK] to [MASK] .<SPLIT>[MASK] [MASK] his [MASK] [MASK] as [MASK] under the [MASK] [MASK] [MASK] , and was [MASK] by some of [MASK] .<SPLIT>he [MASK] his [MASK] after the [MASK] [MASK] of [MASK] , but was [MASK] [MASK] to [MASK] and [MASK] a further [MASK] [MASK] .<SPLIT>a [MASK] of [MASK] [MASK] , [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] to [MASK] [MASK] in [MASK]",-16.94420623779297,0.06200382858514786,5,22481,5,972,Successful
6,Dillon sheppard,dillon sheppard ( born 27 february 1979 ) is a south african football ( soccer ) left-winger who plays for premier soccer league club bidvest wits and south africa .<SPLIT>,Stefan zinni,[MASK] [MASK] ( born [MASK] [MASK] [MASK] ) is a [MASK] [MASK] football ( [MASK] ) left-winger who plays for [MASK] [MASK] league [MASK] [MASK] [MASK] and [MASK] [MASK] .<SPLIT>,-17.045072555541992,0.38852354884147644,6,59040,6,190,Successful
7,Giuliana zevallos,"giuliana zevallos roncagliolo ( born in lima , peru ) is a beauty queen who was crowned miss continente americano 2010 on september 18 , 2010 , becoming that pageant 's very first titleholder from her country .<SPLIT>prior to winning miss continente americano , she was miss earth perú 2008 and miss perú 2010 , and represented her country in both miss earth 2008 and miss universe 2010 .<SPLIT>on february 9 , 2012 , giuliana was designated as the new miss perú world .<SPLIT>she represented",Joan vila dilme,"[MASK] [MASK] [MASK] ( born in [MASK] , [MASK] ) is a [MASK] [MASK] who was [MASK] [MASK] [MASK] [MASK] [MASK] on september 18 , [MASK] , [MASK] that [MASK] 's very first [MASK] from her [MASK] .<SPLIT>[MASK] to [MASK] [MASK] [MASK] [MASK] , she was [MASK] [MASK] [MASK] [MASK] and [MASK] [MASK] [MASK] , and [MASK] her [MASK] in both [MASK] [MASK] [MASK] and [MASK] [MASK] [MASK] .<SPLIT>on february 9 , [MASK] , [MASK] was [MASK] as the new [MASK] [MASK] [MASK] .<SPLIT>she [MASK]",-16.482500076293945,0.27999162673950195,7,51363,7,763,Successful
8,Renato campos,"renato campos ( born september 5 , 1980 ) is a retired angolan football player .<SPLIT>he has played for angola national team",Seiichi sakiya,"[MASK] [MASK] ( [MASK] [MASK] [MASK] , [MASK] ) is a [MASK] [MASK] [MASK] [MASK] .<SPLIT>he has [MASK] for [MASK] [MASK] [MASK]",-17.524658203125,0.06125171482563019,8,101476,8,106,Failed
9,Sir william laird clowes,"sir william laird clowes ( 1 february 1856 -- 14 august 1905 ) was a british journalist and historian whose principal work was `` the royal navy , a history from the earliest times to 1900 '' , a text that is still in print .<SPLIT>he also wrote numerous technical pieces on naval technology and strategy and was also noted for his articles concerning racial politics in the southern united states .<SPLIT>despite having trained as a lawyer , clowes had always preferred literature and writing , publishing his first work in 1876 and becoming a full-time journalist in 1879 .<SPLIT>for the services rendered in his",Walter william rouse ball,"[MASK] [MASK] [MASK] [MASK] ( 1 [MASK] [MASK] -- [MASK] [MASK] [MASK] ) was a british [MASK] and [MASK] [MASK] [MASK] work was `` the royal [MASK] , a [MASK] from the [MASK] [MASK] to [MASK] '' , a [MASK] that is [MASK] in [MASK] .<SPLIT>he also [MASK] [MASK] [MASK] [MASK] on [MASK] [MASK] and [MASK] and was also [MASK] for his [MASK] [MASK] [MASK] [MASK] in the [MASK] united states .<SPLIT>[MASK] having [MASK] as a [MASK] , [MASK] had [MASK] [MASK] [MASK] and [MASK] , [MASK] his first work in [MASK] and [MASK] a [MASK]-time [MASK] in [MASK] .<SPLIT>for the [MASK] [MASK] in his",-17.27438735961914,0.3477112948894501,9,91407,9,1712,Successful
