,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
0,Michael iii of alexandria,"pope michael iii of alexandria ( also known as khail iii ) was the coptic pope of alexandria and patriarch of the see of st. mark ( 880 -- 907 ) .<SPLIT>in 882 , the governor of egypt , ahmad ibn tulun , forced khail to pay heavy contributions , forcing him to sell a church and some attached properties to the local jewish community .<SPLIT>this building was at one time believed to have later become the site of the cairo geniza .<SPLIT>",Michael iv of alexandria,"pope michael <mask> <mask> alexandria ( also known as <mask> <mask> ) was the coptic pope of alexandria and patriarch of the see of st. mark ( <mask> -- <mask> ) .<SPLIT>in <mask> , the governor of egypt , ahmad ibn tulun , forced khail to pay heavy contributions , forcing him to sell a church and some attached properties to the local jewish community .<SPLIT>this building was at one time believed to have later become the site of the cairo geniza .<SPLIT>",0.009311437606811523,0.559307336807251,0,12300,0,908,Successful
1,Hui jun,hui jun is a male former table tennis player from china .<SPLIT>,Arlee wararong,<mask> <mask> is a <mask> former <mask> tennis player from <mask> .<SPLIT>,0.00040906667709350586,0.8013967871665955,1,5681,1,80,Successful
2,Okan öztürk,okan Öztürk ( born 30 november 1977 ) is a turkish professional footballer .<SPLIT>he currently plays as a striker for yeni malatyaspor .<SPLIT>,Adem büyük,<mask> <mask> ( born 30 november <mask> ) is a turkish professional footballer .<SPLIT>he currently plays as a striker for <mask> <mask> .<SPLIT>,6.54458999633789e-05,0.67658531665802,2,2279,2,161,Successful
3,Marie stephan,"marie stephan , ( born march 14 , 1996 ) is a professional squash player who represents france .<SPLIT>she reached a career-high world ranking of world no. 101 in july 2015 .<SPLIT>",Laura pomportes,"<mask> <mask> , ( born <mask> <mask> , <mask> ) is a professional squash player who represents <mask> .<SPLIT><mask> reached a career-high world ranking of world no. 101 in july 2015 .<SPLIT>",9.715557098388672e-05,0.5438272953033447,3,4726,3,310,Successful
4,Leonard l. martino,leonard l. martino is a former democratic member of the pennsylvania house of representatives .<SPLIT>he was born in butler to michael and angela pitullio martino .<SPLIT>,Charles n. caputo,<mask> <mask>. <mask> is a former democratic member of the pennsylvania house of representatives .<SPLIT>he was born in <mask> to michael and angela pitullio martino .<SPLIT>,0.0001157522201538086,0.9401219487190247,4,8689,4,164,Successful
5,Salome jens,"salome jens ( born may 8 , 1935 ) is an american stage , film and television actress .<SPLIT>she is perhaps best known for portraying the female changeling on '' '' .<SPLIT>",Ashley bell,"<mask> <mask> ( born may <mask> , <mask> ) is an american stage , film and television actress .<SPLIT>she is perhaps best known for portraying the female changeling on '' '' .<SPLIT>",6.079673767089844e-05,0.7087132930755615,5,13952,5,164,Successful
6,Carl crawford,"carl demonte crawford ( born august 5 , 1981 ) , nicknamed `` the perfect storm '' , is an american professional baseball left fielder with the los angeles dodgers of major league baseball ( mlb ) .<SPLIT>he bats and throws left-handed .<SPLIT>crawford was drafted by the tampa bay devil rays in the second round ( 52nd overall ) of the 1999 major league baseball draft .<SPLIT>he made his major league debut in 2002 .<SPLIT>crawford has more triples ( 121 ) than any other active baseball player .<SPLIT>",Alex hassan,"<mask> demonte <mask> ( born <mask> <mask> , <mask> ) , <mask> <mask> <mask> <mask> storm '' , is <mask> <mask> professional baseball left fielder with <mask> <mask> <mask> <mask> of major league baseball ( mlb ) .<SPLIT>he bats and throws <mask> .<SPLIT>crawford was drafted by the tampa bay devil rays in the second round ( 52nd overall ) of the <mask> major league baseball draft .<SPLIT>he made his <mask> league <mask> in <mask> .<SPLIT>crawford <mask> <mask> <mask> ( <mask> ) <mask> any <mask> active baseball <mask> .<SPLIT>",0.0004361271858215332,0.5338525176048279,6,8633,6,3274,Successful
7,Jim bob,"jim bob ( born james neil morrison on 22 november 1960 ) is a british musician and author , best known as the singer of indie punk band carter usm .<SPLIT>",Buzzcocks,"<mask> <mask> ( born <mask> neil <mask> on <mask> <mask> 1960 ) is a british musician and author , best known as the singer of indie punk band carter usm .<SPLIT>",0.010356664657592773,0.9120597839355469,7,6542,7,268,Successful
8,Riddick parker,"riddick parker ( born november 20 , 1972 in emporia , virginia ) is a former professional american football defensive lineman for the seattle seahawks , san diego chargers , new england patriots , baltimore ravens , and san francisco 49ers of the national football league .<SPLIT>",Brian habib,"<mask> <mask> ( born <mask> <mask> , <mask> in <mask> , <mask> ) is a former professional american football <mask> lineman for the seattle seahawks , san <mask> <mask> , new england patriots , baltimore ravens , and san francisco 49ers of the national football league .<SPLIT>",0.00019532442092895508,0.6318144798278809,8,4094,8,633,Successful
9,Blessed osanna of cattaro -lrb- ozana kotorska -rrb-,blessed osanna of cattaro t.o.s.d. ( ) was a catholic visionary and anchoress from cattaro ( kotor ) .<SPLIT>she was a teenage convert from orthodoxy of serbian descent from montenegro ( zeta ) .<SPLIT>she became a dominican tertiary and was posthumously venerated as a saint in kotor .<SPLIT>she was later beatified in 1934 .<SPLIT>,Gertrude käsebier,<mask> <mask> <mask> <mask> <mask>.<mask>.s.d. ( ) was a <mask> <mask> and <mask> from <mask> ( kotor ) .<SPLIT>she was a teenage <mask> from <mask> of serbian descent from montenegro ( zeta ) .<SPLIT>she became a dominican <mask> and was posthumously <mask> as a <mask> in kotor .<SPLIT>she <mask> later <mask> in 1934 .<SPLIT>,0.001955389976501465,0.8882902264595032,9,10704,9,1379,Successful
