,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
0,Lenny randle,"leonard shenoff <mask> ( born february 12, 1949 ) is a former major league baseball player.<SPLIT>he was the first-round pick of the washington senators in the secondary phase of the june 1970 major league baseball draft, tenth overall.",Norris hopper,"<mask> shenoff <mask> ( born february 12, <mask> ) is a former major league baseball player.<SPLIT>he was the <mask> pick of the washington senators in the secondary phase of the june <mask> major league baseball draft, tenth overall.",-17.989948272705078,-6.403235912322998,0,30308,0,111,Successful
1,Jim nicholson,"<mask> <mask> ( born 25 august 1945 in rhges ) is a member of the <mask> of <mask> .<SPLIT>he was first elected in 1989, and represents the <mask> department.<SPLIT>a farmer by profession, he serves as an independent, and also serves as the head of the <mask> <mask> of <mask> , to which he was elected to represent the <mask> of <mask> in 1980.<SPLIT>in 1998 and 2008, he was re-elected to the <mask> in the first round, avoiding the need for a run-off vote.<SPLIT>having contributed to the creation of the",Armand jung,"<mask> <mask> ( born 25 august <mask> in rhges ) is a member of the <mask> of <mask> .<SPLIT>he was first elected in 1989, and represents the <mask> department.<SPLIT>a farmer by profession, he serves as an independent, and also serves as the head of the <mask> <mask> of <mask> , to which he was elected to represent the <mask> of <mask> in 1980.<SPLIT>in 1998 and 2008, he was re-elected to the <mask> in the first round, avoiding the need for a run-off vote.<SPLIT>having contributed to the creation of the",-7.506087303161621,-4.901654243469238,63958,29525,1,45,Successful
2,Miroslav popov,<mask> <mask> ( born 14 june 1995 in dvr krlov <mask> <mask> ) is a <mask> grand prix motorcycle racer.<SPLIT>he currently races in the fim cev moto2 championship for montaze broz racing team aboard a suter.,Kevin calia,<mask> <mask> ( <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> ) <mask> <mask> <mask> <mask> <mask> motorcycle <mask>.<SPLIT><mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> for montaze <mask> <mask> <mask> <mask> <mask> <mask>.,-17.164512634277344,-6.84412145614624,2,8198,2,401,Successful
3,Jack reynolds,"john `` <mask> '' <mask> ( 21 february <mask> -- 12 march 1917 ) was a footballer who played for, among others, <mask> <mask> <mask> , aston villa and celtic.<SPLIT>as an international he played five times for ireland before it emerged that he was actually english and he subsequently played eight times for england.<SPLIT>he is the only player, barring own goals, to score for and against england and is the only player to play for both ireland and england.<SPLIT>he won the fa cup with <mask> <mask> <mask> in <mask> and was",Andy cunningham,"<mask> `` <mask> '' <mask> ( 21 <mask> <mask> -- 12 march <mask> ) was a footballer who played <mask>, <mask> <mask>, <mask> <mask> <mask> , <mask> <mask> and celtic.<SPLIT>as an <mask> he played five times <mask> <mask> before it emerged that he was <mask> <mask> and he subsequently played eight times <mask> <mask>.<SPLIT>he is the only player, barring own goals, to score <mask> and against <mask> and is the only player to play <mask> both <mask> and <mask>.<SPLIT>he won the fa cup with <mask> <mask> <mask> in <mask> and was",-17.34811019897461,-7.3177947998046875,3,83338,3,586,Successful
4,Akoo nana,"william <mask> <mask> , ( born 7th july 1979 ) better known by his stage name <mask> <mask> is a <mask> musician from ghana.<SPLIT>since 2009, he has been making a large impact in africa's <mask> scene through his authentic sounding music and captivating stage craft.",Shri,"<mask> <mask> <mask> , ( born 7th <mask> <mask> ) <mask> known by his <mask> name <mask> <mask> <mask> <mask> <mask> musician from <mask>.<SPLIT>since <mask>, <mask> <mask> been <mask> <mask> large <mask> in <mask> <mask> <mask> <mask> his <mask> <mask> music <mask> <mask> <mask> <mask>.",-20.342121124267578,-6.70347785949707,4,132434,4,505,Successful
5,Teoctist,"<mask> (, born <mask> arpau ; february 7, 1915 -- july 30, 2007 ) was the <mask> of the <mask> <mask> church from 1986 to 2007. <mask> served his first years as <mask> under the <mask> communist regime, and was accused by some of collaboration.<SPLIT>he offered his resignation after the <mask> revolution of 1989, but was soon restored to office and served a further 17 years.<SPLIT>a promoter of ecumenical dialogue, <mask> <mask> invited pope john paul ii to visit <mask> in 1999.<SPLIT>it",Christodoulos,"<mask> (, born <mask> <mask> ; february 7, <mask> -- july 30, <mask> ) was the <mask> of the <mask> <mask> <mask> <mask> <mask> <mask> <mask>. <mask> served his first <mask> <mask> <mask> under the <mask> <mask> <mask>, and was accused by some of collaboration.<SPLIT>he <mask> his <mask> after the <mask> revolution of <mask>, but was soon <mask> <mask> <mask> and served a further <mask> <mask>.<SPLIT>a <mask> of <mask> dialogue, <mask> <mask> invited <mask> john <mask> <mask> <mask> visit <mask> in 1999.<SPLIT>it",-16.592138290405273,-5.081801891326904,5,125248,5,936,Successful
6,Dillon sheppard,<mask> <mask> ( born 27 february 1979 ) is a south african football ( soccer ) left-winger who plays for premier soccer league club bidvest wits and <mask> <mask> .,Lantshane phalane,<mask> <mask> ( born 27 february <mask> ) is a south african football ( soccer ) <mask> who plays for premier soccer league club <mask> <mask> and <mask> <mask> .,-17.442842483520508,-9.197521209716797,6,131829,6,75,Successful
7,Giuliana zevallos,"<mask> <mask> <mask> ( born in lima, <mask> ) is a beauty queen who was crowned <mask> <mask> <mask> 2010 on september 18, <mask> , becoming that pageant's very first titleholder from her country.<SPLIT>prior to winning <mask> <mask> <mask> , she was <mask> <mask> per 2008 and <mask> per <mask> , and represented her country in both <mask> <mask> 2008 and <mask> universe 2010.<SPLIT>on february 9, 2012, <mask> was designated as the new <mask> per world.<SPLIT>she represented her country in the <mask>",Elisa nájera,"<mask> <mask> <mask> ( born <mask> <mask>, <mask> ) is a beauty queen who was crowned <mask> <mask> <mask> <mask> on september 18, <mask> , becoming that pageant's very first titleholder from her <mask>.<SPLIT>prior to winning <mask> <mask> <mask> , she was <mask> <mask> per 2008 and <mask> per <mask> , and represented her <mask> <mask> both <mask> <mask> 2008 and <mask> universe <mask>.<SPLIT>on february 9, 2012, <mask> was designated as the new <mask> per world.<SPLIT>she represented her <mask> <mask> the <mask>",-16.448945999145508,-8.29613971710205,7,24368,7,159,Successful
8,Renato campos,"<mask> <mask> ( born september 5, 1980 ) is a retired angolan football player.<SPLIT>he has played for <mask> national team.",Masaru uchiyama,"<mask> <mask> ( born september 5, <mask> ) is a retired <mask> football player.<SPLIT>he has played for <mask> national team.",-13.176202774047852,-3.8078179359436035,8,57552,8,32,Successful
9,Sir william laird clowes,"sir <mask> <mask> <mask> ( 1 february <mask> -- 14 august <mask> ) was a british journalist and <mask> whose principal work was `` the royal navy, a history from the earliest times to 1900 '', a text that is still in print.<SPLIT>he also wrote numerous technical pieces on naval technology and strategy and was also noted for his articles concerning racial politics in the southern united states.<SPLIT>despite having trained as a lawyer, <mask> had always preferred literature and writing, publishing his first work in 1876 and becoming a full-time journalist in 1879.<SPLIT>for the services rendered",Clive macdonnell dixon,"<mask> <mask> <mask> <mask> ( 1 february <mask> -- 14 <mask> <mask> ) was <mask> <mask> <mask> and <mask> <mask> principal <mask> was `` the <mask> <mask>, <mask> <mask> from the earliest times to 1900 '', <mask> text that is still in print.<SPLIT>he also wrote numerous technical pieces on <mask> technology and <mask> and was also noted for his articles <mask> <mask> <mask> in the <mask> united states.<SPLIT>despite having trained as <mask> <mask>, <mask> had always preferred <mask> and <mask>, publishing his first <mask> in <mask> and becoming <mask> full-time <mask> in <mask>.<SPLIT>for the services rendered",-14.698213577270508,-4.863893508911133,9,141462,9,1177,Successful
