,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
0,Lenny randle,"leonard shenoff randle ( born february 12, 1949 ) is a former major league baseball player.<SPLIT>he was the first-round pick of the washington senators in the secondary phase of the june 1970 major league baseball draft, tenth overall.",John andrews,"<mask> shenoff <mask> ( born february <mask>, 1949 ) is a former major league baseball <mask>.<SPLIT>he was the first-round pick of the <mask> <mask> in the secondary phase of the june 1970 major league baseball draft, tenth overall.",-17.312320709228516,-12.685842514038086,0,136923,0,208,Successful
1,Philippe adnot,"<mask> <mask> ( born 25 august 1945 in rhges ) is a member of the senate of france.<SPLIT>he was first elected in 1989, and represents the <mask> department.<SPLIT>a farmer by profession, he serves as an independent, and also serves as the head of the general <mask> of <mask> , to which he was elected to represent the <mask> of <mask> in 1980.<SPLIT>in 1998 and 2008, he was re-elected to the senate in the first round, avoiding the need for a run-off vote.<SPLIT>having contributed to the creation of the",Alain destexhe,"<mask> <mask> ( born <mask> <mask> <mask> in rhges ) is a member of the senate of <mask>.<SPLIT>he was first elected in 1989, and represents the <mask> department.<SPLIT>a <mask> by profession, he serves as an independent, and also serves as the head of the general <mask> of <mask> , to which he was elected to represent the <mask> of <mask> in <mask>.<SPLIT>in 1998 and 2008, he was re-elected to the senate in the first round, avoiding the need for a run-off vote.<SPLIT>having contributed to the creation of the",-13.571100234985352,-7.7000885009765625,1,12334,1,478,Successful
2,Miroslav popov,<mask> <mask> ( born 14 june 1995 in dvr krlov nad <mask> ) is a <mask> grand prix motorcycle racer.<SPLIT>he currently races in the fim cev moto2 championship for montaze broz racing team aboard a suter.,Federico biaggi,<mask> <mask> ( <mask> <mask> <mask> <mask> <mask> dvr <mask> <mask> <mask> ) is <mask> <mask> <mask> prix <mask> racer.<SPLIT>he currently <mask> in <mask> <mask> cev <mask> championship <mask> montaze broz <mask> <mask> aboard a suter.,-16.42283058166504,-10.30508041381836,2,135680,2,392,Successful
3,Jack reynolds,"john `` jack '' reynolds ( 21 february 1869 -- 12 march 1917 ) was a footballer who played for, among others, west bromwich albion, aston villa and celtic.<SPLIT>as an international he played five times for ireland before it emerged that he was actually english and he subsequently played eight times for england.<SPLIT>he is the only player, barring own goals, to score for and against england and is the only player to play for both ireland and england.<SPLIT>he won the fa cup with west bromwich albion in 1892 and was",Jack kennedy,"john `` jack '' <mask> ( 21 february 1869 -- <mask> <mask> <mask> ) was a footballer who played for, <mask> <mask>, west bromwich albion, aston villa and celtic.<SPLIT>as an international he played five times for ireland before it emerged that he was actually english and he subsequently played eight times for <mask>.<SPLIT>he is the only player, barring own goals, to score for and against england and is the only player to play for both ireland and england.<SPLIT>he won the fa cup with west bromwich albion in 1892 and was",-13.920465469360352,-7.363237380981445,3,10215,3,596,Successful
4,Akoo nana,"william ato ankrah, ( born 7th july 1979 ) better known by his stage name <mask> <mask> is a hiplife musician from ghana.<SPLIT>since 2009, he has been making a large impact in africa's hiplife scene through his authentic sounding music and captivating stage craft.",Sean tizzle,"<mask> <mask> <mask>, ( born <mask> <mask> <mask> ) better known by his stage name <mask> <mask> is a hiplife musician from <mask>.<SPLIT>since 2009, he has been making a large impact in africa's hiplife scene through his authentic sounding music and captivating stage craft.",-15.985557556152344,-8.48206901550293,4,102770,4,267,Successful
5,Antonios,"<mask> (, born toader arpau ; february 7, 1915 -- july 30, 2007 ) was the <mask> of the <mask> <mask> church from 1986 to 2007. <mask> served his first years as <mask> under the <mask> communist regime, and was accused by some of collaboration.<SPLIT>he offered his resignation after the <mask> revolution of 1989, but was soon restored to office and served a further 17 years.<SPLIT>a promoter of ecumenical dialogue, <mask> <mask> invited pope john paul ii to visit romania in 1999.<SPLIT>it",Antonios,"<mask> (, born toader arpau ; february 7, 1915 -- july 30, 2007 ) was the <mask> of the <mask> <mask> church from 1986 to 2007. <mask> served his first years as <mask> under the <mask> communist regime, and was accused by some of collaboration.<SPLIT>he offered his resignation after the <mask> revolution of 1989, but was soon restored to office and served a further 17 years.<SPLIT>a promoter of ecumenical dialogue, <mask> <mask> invited pope john paul ii to visit romania in 1999.<SPLIT>it",-5.540853023529053,-5.540853023529053,8937,8937,5,1,Skipped
6,Dillon sheppard,dillon sheppard ( born 27 february 1979 ) is a south african football ( soccer ) left-winger who plays for premier soccer league club bidvest wits and south africa.,Emile baron,<mask> <mask> ( born 27 february 1979 ) is a south african football ( soccer ) left-winger who plays for premier soccer league club bidvest wits and south africa.,-14.445804595947266,-6.942678451538086,6,100672,6,50,Successful
7,Giuliana zevallos,"<mask> <mask> roncagliolo ( born in lima, peru ) is a beauty queen who was crowned <mask> <mask> <mask> 2010 on september 18, 2010, becoming that pageant's very first titleholder from her country.<SPLIT>prior to winning <mask> <mask> <mask> , she was <mask> earth per 2008 and <mask> per 2010, and represented her country in both <mask> earth 2008 and <mask> universe 2010.<SPLIT>on february 9, 2012, <mask> was designated as the new <mask> per world.<SPLIT>she represented her country in the <mask>",Fatisha imo,"<mask> <mask> <mask> ( born in <mask>, <mask> ) is a beauty queen who was crowned <mask> <mask> <mask> 2010 on september 18, 2010, becoming that pageant's very first titleholder from her <mask>.<SPLIT>prior to winning <mask> <mask> <mask> , she was <mask> earth per 2008 and <mask> per 2010, and represented her country in both <mask> earth 2008 and <mask> universe 2010.<SPLIT>on february 9, 2012, <mask> was designated as the new <mask> per world.<SPLIT>she represented her country in the <mask>",-15.549842834472656,-9.427366256713867,7,133245,7,255,Successful
8,Renato campos,"<mask> <mask> ( born september 5, 1980 ) is a retired angolan football player.<SPLIT>he has played for angola national team.",Manuel sala,"<mask> <mask> ( born <mask> <mask>, <mask> ) is a retired angolan football player.<SPLIT>he has played for angola national team.",-10.697620391845703,-5.552605628967285,8,30302,8,49,Successful
9,Sir william laird clowes,"sir <mask> <mask> <mask> ( 1 february <mask> -- 14 august 1905 ) was a british journalist and historian whose principal work was `` the royal navy, a history from the earliest times to 1900 '', a text that is still in print.<SPLIT>he also wrote numerous technical pieces on naval technology and strategy and was also noted for his articles concerning racial politics in the southern united states.<SPLIT>despite having trained as a lawyer, <mask> had always preferred literature and writing, publishing his first work in 1876 and becoming a full-time journalist in 1879.<SPLIT>for the services rendered",Frederic harrison,"<mask> <mask> <mask> <mask> ( <mask> <mask> <mask> -- <mask> <mask> <mask> ) was a british journalist and historian whose principal work was `` the royal navy, a history from the earliest times to 1900 '', a text that is still in print.<SPLIT>he also wrote numerous technical pieces on naval technology and strategy and was also noted for his articles concerning racial politics in the southern united states.<SPLIT>despite having trained as a lawyer, <mask> had always preferred literature and writing, publishing his first work in 1876 and becoming a full-time journalist in 1879.<SPLIT>for the services rendered",-15.16353988647461,-8.088401794433594,9,45365,9,520,Successful
