,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
0,Lenny randle,"leonard shenoff randle ( born february 12 , 1949 ) is a former major league baseball player .<SPLIT>he was the first-round pick of the washington senators in the secondary phase of the june 1970 major league baseball draft , tenth overall .<SPLIT>",Kory casto,"<mask> shenoff <mask> ( born <mask> <mask> , <mask> ) is a former major league baseball player .<SPLIT>he was the first-round pick of the washington senators in the secondary phase of the june <mask> major league baseball draft , tenth overall .<SPLIT>",0.01143193244934082,0.9998089075088501,0,467718,0,208,Successful
1,Philippe adnot,"philippe adnot ( born 25 august 1945 in rhèges ) is a member of the senate of france .<SPLIT>he was first elected in 1989 , and represents the aube department .<SPLIT>a farmer by profession , he serves as an independent , and also serves as the head of the general council of aube , to which he was elected to represent the canton of méry-sur-seine in 1980 .<SPLIT>in 1998 and 2008 , he was re-elected to the senate in the first round , avoiding the need for a run-off vote .<SPLIT>having contributed to the creation of the university of technology of troyes , in 1998 he was made the first vice president of the university board , of which he is currently the president .<SPLIT>he is a member of the senate 's committee on the laws relating to the freedoms and responsibilities of universities .<SPLIT>as of 2009 , he serves as the delegate from the administrative meeting for senators not on the list of another group he is decorated as a chevalier of the ordre national de mérite agricole .<SPLIT>",Yann gaillard,"<mask> <mask> ( born <mask> <mask> <mask> in rhèges ) is a member of <mask> <mask> of <mask> .<SPLIT>he was first <mask> in 1989 , and <mask> the <mask> department .<SPLIT>a farmer by profession , he <mask> as an independent , and also <mask> as the head of the general council of aube , to which he was elected to represent the <mask> of <mask> in <mask> .<SPLIT>in 1998 and 2008 , he was re-elected to the <mask> in the first round , avoiding the need for a run-off vote .<SPLIT>having contributed to the creation of the university of technology of <mask> , in 1998 he was made the first vice president of the university board , of which he is currently the president .<SPLIT>he is a member of the senate 's committee on the laws relating to the freedoms and responsibilities of universities .<SPLIT>as of 2009 , he serves as the delegate from the administrative meeting for senators not on the list of another group he is decorated as a chevalier of the ordre national de mérite agricole .<SPLIT>",0.0076860785484313965,0.9996650815010071,1,39633,1,2152,Successful
2,Miroslav popov,miroslav popov ( born 14 june 1995 in dvůr králové nad labem ) is a czech grand prix motorcycle racer .<SPLIT>he currently races in the fim cev moto2 championship for montaze broz racing team aboard a suter .<SPLIT>,Luca fabrizio,<mask> <mask> ( born <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> ) is <mask> <mask> grand prix motorcycle racer .<SPLIT>he currently races in the fim cev moto2 championship for montaze broz racing team aboard a suter .<SPLIT>,0.0053291916847229,0.9988819360733032,2,531475,2,355,Successful
3,Jack reynolds,"john `` jack '' reynolds ( 21 february 1869 -- 12 march 1917 ) was a footballer who played for , among others , west bromwich albion , aston villa and celtic .<SPLIT>as an international he played five times for ireland before it emerged that he was actually english and he subsequently played eight times for england .<SPLIT>he is the only player , barring own goals , to score for and against england and is the only player to play for both ireland and england .<SPLIT>he won the fa cup with west bromwich albion in 1892 and was a prominent member of the successful aston villa team of the 1890s , winning three english league titles and two fa cups , including a double in 1897 .<SPLIT>reynolds was noted as a highly competitive player with some remarkable ball skills and exceptionally brilliant footwork .<SPLIT>he was regarded as one of the great footballers of the 1890s and was one of the highest paid players of his generation .<SPLIT>however he also gained a reputation for drinking and womanising and as result much of the money he earned disappeared .<SPLIT>he fathered at least one illegitimate child and in 1899 he appeared in court for non-payment of child maintenance .<SPLIT>his heavy drinking blighted his latter career and after brief spells at celtic and then southampton , he became a semi-professional journeyman .<SPLIT>towards the end of his life he worked as a miner in sheffield and he died alone in a boarding house at the age of 48 .<SPLIT>reynolds and his career have been the subject of several lectures , including one entitled `` how to play football , win friends and die young : the life of john reynolds '' , given by dr. neal garnham at the university of ulster .<SPLIT>",Louis bookman,"<mask> <mask> <mask> '' <mask> ( 21 february <mask> -- <mask> <mask> <mask> ) was a footballer who played for , among others , west bromwich albion , aston villa and celtic .<SPLIT>as an international he played five times for ireland before it emerged that he was actually english and he subsequently played eight times for england .<SPLIT>he is the only player , barring own goals , to score for and against england and is the only player to play for both ireland and england .<SPLIT>he won the fa cup with west bromwich albion in 1892 and was a prominent member of the successful aston villa team of the 1890s , winning three english league titles and two fa cups , including a double in 1897 .<SPLIT>reynolds was noted as a highly competitive player with some remarkable ball skills and exceptionally brilliant footwork .<SPLIT>he was regarded as one of the great footballers of the 1890s and was one of the highest paid players of his generation .<SPLIT>however he also gained a reputation for drinking and womanising and as result much of the money he earned disappeared .<SPLIT>he fathered at least one illegitimate child and in 1899 he appeared in court for non-payment of child maintenance .<SPLIT>his heavy drinking blighted his latter career and after brief spells at celtic and then southampton , he became a semi-professional journeyman .<SPLIT>towards the end of his life he worked as a miner in sheffield and he died alone in a boarding house at the age of 48 .<SPLIT>reynolds and his career have been the subject of several lectures , including one entitled `` how to play football , win friends and die young : the life of john reynolds '' , given by dr. neal garnham at the university of ulster .<SPLIT>",0.06783914566040039,0.9995254278182983,3,159530,3,997,Successful
4,Akoo nana,"william ato ankrah , ( born 7th july 1979 ) better known by his stage name akoo nana is a hiplife musician from ghana .<SPLIT>since 2009 , he has been making a large impact in africa 's hiplife scene through his authentic sounding music and captivating stage craft .<SPLIT>",Ompuff,"<mask> <mask> <mask> , ( born <mask> <mask> <mask> ) better known by his stage name <mask> <mask> is a hiplife musician from <mask> .<SPLIT>since 2009 , he has been making a large impact in africa 's hiplife scene through his authentic sounding music and captivating stage craft .<SPLIT>",0.022814512252807617,0.9994756579399109,4,248452,4,361,Successful
5,Teoctist,"teoctist ( , born toader arăpașu ; february 7 , 1915 -- july 30 , 2007 ) was the patriarch of the romanian orthodox church from 1986 to 2007 .<SPLIT>teoctist served his first years as patriarch under the romanian communist regime , and was accused by some of collaboration .<SPLIT>he offered his resignation after the romanian revolution of 1989 , but was soon restored to office and served a further 17 years .<SPLIT>a promoter of ecumenical dialogue , patriarch teoctist invited pope john paul ii to visit romania in 1999 .<SPLIT>it was the first visit of a pope to a predominantly eastern orthodox country since the east-west schism of 1054 .<SPLIT>",Ali akbar velayati,"teoctist ( , <mask> toader <mask> ; february <mask> , <mask> -- july 30 , 2007 ) was the <mask> of the <mask> <mask> <mask> from 1986 to 2007 .<SPLIT>teoctist <mask> <mask> first years as <mask> under the <mask> <mask> regime , and was accused by some of collaboration .<SPLIT>he offered <mask> <mask> after the <mask> revolution of 1989 , but was soon restored to office and served a further 17 years .<SPLIT>a promoter of <mask> dialogue , <mask> teoctist invited pope john paul ii to visit <mask> in 1999 .<SPLIT>it was the first visit of a pope to a predominantly eastern orthodox country <mask> the east-west schism of 1054 .<SPLIT>",0.7636251449584961,0.9997249841690063,5,88009,5,1811,Successful
6,Dillon sheppard,dillon sheppard ( born 27 february 1979 ) is a south african football ( soccer ) left-winger who plays for premier soccer league club bidvest wits and south africa .<SPLIT>,Thando mngomeni,<mask> <mask> ( born 27 february 1979 ) is a south african football ( soccer ) <mask> who plays for premier soccer league club bidvest wits and south africa .<SPLIT>,0.004820346832275391,0.9997614026069641,6,488791,6,73,Successful
7,Giuliana zevallos,"giuliana zevallos roncagliolo ( born in lima , peru ) is a beauty queen who was crowned miss continente americano 2010 on september 18 , 2010 , becoming that pageant 's very first titleholder from her country .<SPLIT>prior to winning miss continente americano , she was miss earth perú 2008 and miss perú 2010 , and represented her country in both miss earth 2008 and miss universe 2010 .<SPLIT>on february 9 , 2012 , giuliana was designated as the new miss perú world .<SPLIT>she represented her country in the miss world 2012 pageant , held in ordos , inner mongolia .<SPLIT>",Lina mosquera,"<mask> <mask> <mask> ( born in <mask> , <mask> ) is a beauty queen who was crowned miss continente <mask> <mask> on <mask> 18 , <mask> , becoming that <mask> 's very first titleholder from her country .<SPLIT><mask> to winning miss continente americano , she was miss <mask> <mask> 2008 <mask> <mask> perú <mask> , and represented her country in both miss <mask> 2008 and miss <mask> <mask> .<SPLIT>on february 9 , <mask> , <mask> was designated as the new <mask> <mask> world .<SPLIT>she represented her country in the miss world <mask> pageant , held in ordos , inner mongolia .<SPLIT>",0.002168715000152588,0.9999270439147949,7,361625,7,1861,Successful
8,Renato campos,"renato campos ( born september 5 , 1980 ) is a retired angolan football player .<SPLIT>he has played for angola national team .<SPLIT>",Toshio takabayashi,"<mask> <mask> ( born <mask> <mask> , <mask> ) is a retired <mask> football player .<SPLIT>he has played for <mask> national team .<SPLIT>",0.02021336555480957,0.9997064471244812,8,427825,8,113,Successful
9,Sir william laird clowes,"sir william laird clowes ( 1 february 1856 -- 14 august 1905 ) was a british journalist and historian whose principal work was `` the royal navy , a history from the earliest times to 1900 '' , a text that is still in print .<SPLIT>he also wrote numerous technical pieces on naval technology and strategy and was also noted for his articles concerning racial politics in the southern united states .<SPLIT>despite having trained as a lawyer , clowes had always preferred literature and writing , publishing his first work in 1876 and becoming a full-time journalist in 1879 .<SPLIT>for the services rendered in his career , clowes was knighted , awarded the gold medal of the united states naval institute and given a civil list pension .<SPLIT>he died in sussex in 1905 after years of ill-health .<SPLIT>",Matthew bacon sellers ii,"<mask> <mask> <mask> <mask> ( <mask> <mask> <mask> -- <mask> <mask> <mask> ) was <mask> <mask> <mask> <mask> <mask> <mask> <mask> work <mask> <mask> <mask> <mask> <mask> , a <mask> from the earliest <mask> to <mask> '' , a <mask> that <mask> <mask> <mask> <mask> .<SPLIT><mask> <mask> <mask> numerous technical pieces <mask> <mask> technology and <mask> and <mask> <mask> <mask> for his <mask> <mask> racial <mask> in <mask> southern <mask> states .<SPLIT>despite <mask> <mask> as a lawyer , <mask> had <mask> <mask> <mask> <mask> <mask> , <mask> his first work in 1876 and <mask> a full-time <mask> in 1879 .<SPLIT>for the <mask> <mask> in his career , clowes was <mask> , awarded the gold medal of the united states naval institute and given a civil list pension .<SPLIT>he died in sussex in 1905 after years of ill-health .<SPLIT>",0.007512569427490234,0.9994773268699646,9,555880,9,5714,Successful
