,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
0,Lenny randle,"leonard shenoff [MASK] ( born february 12, 1949 ) is a former major league baseball player. he was the first - round pick of the washington [MASK] in the secondary phase of the june 1970 major league baseball draft, tenth overall.",Dan serafini,"[MASK] shenoff [MASK] ( born [MASK] 12, [MASK] ) is a former major league baseball player. he was the first - round pick of the [MASK] [MASK] in the secondary phase of the june [MASK] major league baseball draft, tenth overall.",-14.771257400512695,-4.689358711242676,0,108755,0,136,Successful
1,Philippe adnot,"[MASK] [MASK] ( born 25 august 1945 in rhges ) is a member of the [MASK] of [MASK]. he was first elected in 1989, and represents the [MASK] department. a [MASK] by profession, he serves as an [MASK], and also serves as the head of the [MASK] [MASK] of [MASK], to which he was elected to represent the [MASK] of [MASK] in 1980. in 1998 and 2008, he was re - elected to the [MASK] in the first round, avoiding the need for a run - off vote. having contributed to the creation of the",Jean defraigne,"[MASK] [MASK] ( born 25 [MASK] [MASK] in rhges ) is a member of the [MASK] of [MASK]. he was first elected in [MASK], and represents the [MASK] department. a [MASK] by profession, he serves as an [MASK], and also serves as the head of the [MASK] [MASK] of [MASK], to which he was elected to represent the [MASK] of [MASK] in 1980. in 1998 and 2008, he was re - elected to the [MASK] in the first round, avoiding the need for a run - off vote. having contributed to the creation of the",-10.88935661315918,-4.998045921325684,1,135213,1,127,Successful
2,Miroslav popov,[MASK] [MASK] ( born 14 june [MASK] in dvr krlov [MASK] [MASK] ) is a [MASK] grand prix motorcycle racer. he currently races in the fim cev moto2 championship for montaze broz racing team aboard a suter.,Massimo podenzana,[MASK] [MASK] ( [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] ) [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK]. he [MASK] [MASK] [MASK] the [MASK] [MASK] [MASK] [MASK] for [MASK] [MASK] racing team [MASK] [MASK] suter.,-16.130813598632812,-5.6532135009765625,2,40531,2,358,Successful
3,Jack reynolds,"john ` ` [MASK]'' [MASK] ( 21 february [MASK] - - 12 march 1917 ) was a footballer who played for, among others, [MASK] [MASK] [MASK], [MASK] villa and [MASK]. as an international he played five times for ireland before it emerged that he was actually english and he subsequently played eight times for [MASK]. he is the only player, barring own goals, to score for and against [MASK] and is the only player to play for both ireland and [MASK]. he won the fa cup with [MASK] [MASK] [MASK] in [MASK] and was",Joe shaw,"[MASK] ` ` [MASK]'' [MASK] ( [MASK] [MASK] [MASK] - - [MASK] [MASK] [MASK] ) [MASK] [MASK] [MASK] [MASK] [MASK] [MASK], [MASK] [MASK], [MASK] [MASK] [MASK], [MASK] [MASK] [MASK] [MASK]. [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK]. [MASK] [MASK] [MASK] [MASK] [MASK], [MASK] [MASK] [MASK], [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK]. [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK]",-16.915756225585938,-8.49401569366455,3,28111,3,1177,Failed
4,Akoo nana,"william [MASK] [MASK], ( born 7th july 1979 ) better known by his stage name [MASK] [MASK] is a [MASK] musician from [MASK]. since 2009, he has been making a large impact in africa's [MASK] scene through his authentic sounding music and captivating stage craft.",360,"[MASK] [MASK] [MASK], ( [MASK] [MASK] [MASK] [MASK] ) [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] is a [MASK] musician from [MASK]. since [MASK], [MASK] has been [MASK] a large [MASK] in [MASK] [MASK] scene through [MASK] [MASK] sounding music and captivating [MASK] [MASK].",-17.55810546875,-5.342571258544922,4,88390,4,442,Successful
5,Teoctist,"[MASK] (, born [MASK] arpau ; february 7, 1915 - - july 30, 2007 ) was the [MASK] of the [MASK] [MASK] [MASK] from 1986 to 2007. [MASK] served his first years as [MASK] under the [MASK] communist regime, and was accused by some of collaboration. he offered his resignation after the [MASK] revolution of 1989, but was soon restored to office and served a further 17 years. a promoter of ecumenical dialogue, [MASK] [MASK] invited pope john paul ii to visit [MASK] in 1999. it",Phra '' dharmakosacarya -lrb- nguam indapañño -rrb- `` buddhadasa bhikkhu,"[MASK] (, [MASK] [MASK] [MASK] ; [MASK] [MASK], [MASK] - - [MASK] [MASK], [MASK] ) [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK]. [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK], [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK]. [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK], [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK]. [MASK] [MASK] [MASK] [MASK] [MASK], [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK]. [MASK]",-15.846647262573242,-10.008448600769043,5,115550,5,1379,Failed
6,Dillon sheppard,[MASK] [MASK] ( born 27 february 1979 ) is a [MASK] african football ( soccer ) left - winger who plays for premier soccer league club [MASK] wits and [MASK] [MASK].,Gary cole,[MASK] [MASK] ( [MASK] [MASK] [MASK] [MASK] ) [MASK] [MASK] [MASK] [MASK] [MASK] ( [MASK] ) [MASK] - [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK].,-16.104429244995117,-5.631783962249756,6,51152,6,191,Failed
7,Giuliana zevallos,"[MASK] [MASK] [MASK] ( born in lima, [MASK] ) is a beauty queen who was crowned [MASK] [MASK] [MASK] [MASK] on september 18, [MASK], becoming that pageant's very first titleholder from her country. prior to winning [MASK] [MASK] [MASK], she was [MASK] [MASK] per 2008 and [MASK] per [MASK], and represented her country in both [MASK] [MASK] 2008 and [MASK] [MASK] [MASK]. on february 9, 2012, [MASK] was designated as the new [MASK] per world. she represented her country in the [MASK]",Nan hayworth,"[MASK] [MASK] [MASK] ( born [MASK] [MASK], [MASK] ) is [MASK] [MASK] [MASK] who was [MASK] [MASK] [MASK] [MASK] [MASK] on september 18, [MASK], becoming that [MASK] [MASK] first [MASK] from her [MASK]. prior to [MASK] [MASK] [MASK] [MASK], she was [MASK] [MASK] [MASK] [MASK] and [MASK] [MASK] [MASK], and [MASK] her [MASK] [MASK] both [MASK] [MASK] [MASK] and [MASK] [MASK] [MASK]. on february 9, 2012, [MASK] was designated as the new [MASK] [MASK] [MASK]. she [MASK] her [MASK] [MASK] the [MASK]",-15.38443374633789,-3.06512451171875,7,81695,7,481,Successful
8,Renato campos,"[MASK] [MASK] ( born september 5, [MASK] ) is a retired angolan football player. he has played for [MASK] national team.",Atsuyoshi furuta,"[MASK] [MASK] ( [MASK] [MASK] [MASK], [MASK] ) [MASK] [MASK] [MASK] [MASK] [MASK] [MASK]. [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK].",-16.348657608032227,-8.621160507202148,8,104527,8,121,Failed
9,Sir william laird clowes,"sir [MASK] [MASK] [MASK] ( 1 february [MASK] - - 14 august [MASK] ) was a british [MASK] and [MASK] whose principal work was ` ` the royal navy, a history from the earliest times to 1900'', a text that is still in print. he also wrote numerous technical pieces on naval technology and strategy and was also noted for his articles concerning racial politics in the southern united states. despite having trained as a lawyer, [MASK] had always preferred literature and writing, publishing his first work in 1876 and becoming a full - time [MASK] in 1879. for the services rendered",George chrystal,"[MASK] [MASK] [MASK] [MASK] ( 1 [MASK] [MASK] - - 14 [MASK] [MASK] ) was a [MASK] [MASK] and [MASK] whose principal work was ` ` the [MASK] [MASK], a [MASK] from the earliest [MASK] to 1900'', a [MASK] that is still in [MASK]. he also [MASK] numerous technical pieces on [MASK] technology and [MASK] and was also noted for his [MASK] [MASK] [MASK] [MASK] in the southern united states. despite having trained as a [MASK], [MASK] had always preferred [MASK] and [MASK], [MASK] his first work in 1876 and becoming a full - time [MASK] in 1879. for the services rendered",-17.119281768798828,-4.593972682952881,9,141154,9,1177,Successful
