,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
0,Michael iii of alexandria,"pope michael iii of alexandria (also known as khail iii) was the coptic pope of alexandria and patriarch of the see of st. mark (880 -- 907) .<SPLIT>in 882 , the governor of egypt , ahmad ibn tulun , forced khail to pay heavy contributions , forcing him to sell a church and some attached properties to the local jewish community .<SPLIT>this building was at one time believed to have later become the site of the cairo geniza .<SPLIT>",Henry lockhart st john fancourt,"<mask> <mask> <mask> <mask> <mask> (<mask> <mask> <mask> <mask> <mask>) <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask>. <mask> (<mask> -- <mask>) .<SPLIT><mask> <mask> , <mask> <mask> <mask> <mask> , <mask> <mask> <mask> , <mask> <mask> <mask> <mask> <mask> <mask> , <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> .<SPLIT><mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> .<SPLIT>",0.3989261984825134,0.9919528961181641,0,2434,0,10586,Failed
1,Hui jun,hui jun is a male former table tennis player from china .<SPLIT>,Kivoli manoa,<mask> <mask> is a <mask> <mask> <mask> <mask> <mask> <mask> <mask> .<SPLIT>,0.38528972864151,0.9998885989189148,1,5015,1,220,Successful
2,Okan öztürk,okan Öztürk (born 30 november 1977) is a turkish professional footballer .<SPLIT>he currently plays as a striker for yeni malatyaspor .<SPLIT>,Wiesław chmielewski,<mask> <mask> (<mask> <mask> <mask> <mask>) <mask> <mask> <mask> <mask> <mask> .<SPLIT><mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> .<SPLIT>,0.08415138721466064,0.9999616742134094,2,4274,2,781,Successful
3,Marie stephan,"marie stephan , (born march 14 , 1996) is a professional squash player who represents france .<SPLIT>she reached a career-high world ranking of world no. 101 in july 2015 .<SPLIT>",Brad jacobs,"<mask> <mask> , (<mask> <mask> <mask> , <mask>) <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> .<SPLIT><mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask>. <mask> <mask> <mask> <mask> .<SPLIT>",0.03826117515563965,0.9891300201416016,3,1375,3,1432,Failed
4,Leonard l. martino,leonard l. martino is a former democratic member of the pennsylvania house of representatives .<SPLIT>he was born in butler to michael and angela pitullio martino .<SPLIT>,Bernard r. novak,<mask> <mask>. <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> .<SPLIT><mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> .<SPLIT>,0.2440924048423767,0.9835832715034485,4,8410,4,1226,Failed
5,Salome jens,"salome jens (born may 8 , 1935) is an american stage , film and television actress .<SPLIT>she is perhaps best known for portraying the female changeling on '' '' .<SPLIT>",Hayden schlossberg,"<mask> <mask> (<mask> <mask> <mask> , <mask>) <mask> <mask> <mask> <mask> , <mask> <mask> <mask> <mask> .<SPLIT><mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> '' '' .<SPLIT>",0.02005791664123535,0.996822714805603,5,2300,5,1226,Failed
6,Carl crawford,"carl demonte crawford (born august 5 , 1981) , nicknamed `` the perfect storm '' , is an american professional baseball left fielder with the los angeles dodgers of major league baseball (mlb) .<SPLIT>he bats and throws left-handed .<SPLIT>crawford was drafted by the tampa bay devil rays in the second round (52nd overall) of the 1999 major league baseball draft .<SPLIT>he made his major league debut in 2002 .<SPLIT>crawford has more triples (121) than any other active baseball player .<SPLIT>",Lonnie chisenhall,"<mask> <mask> <mask> (<mask> <mask> <mask> , <mask>) , <mask> <mask> <mask> <mask> <mask> '' , <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> (<mask>) .<SPLIT><mask> <mask> <mask> <mask> <mask> .<SPLIT><mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> (<mask> <mask>) <mask> <mask> <mask> <mask> <mask> <mask> <mask> .<SPLIT><mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> .<SPLIT><mask> <mask> <mask> <mask> (<mask>) <mask> <mask> <mask> <mask> <mask> <mask> .<SPLIT>",0.0049211978912353516,0.9883478283882141,6,5188,6,11176,Failed
7,Jim bob,"jim bob (born james neil morrison on 22 november 1960) is a british musician and author , best known as the singer of indie punk band carter usm .<SPLIT>",Gunnar garfors,"<mask> <mask> (<mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask>) is a <mask> <mask> <mask> author , <mask> <mask> <mask> the <mask> of <mask> <mask> <mask> <mask> <mask> .<SPLIT>",0.6757029294967651,0.9998873472213745,7,9363,7,1372,Successful
8,Riddick parker,"riddick parker (born november 20 , 1972 in emporia , virginia) is a former professional american football defensive lineman for the seattle seahawks , san diego chargers , new england patriots , baltimore ravens , and san francisco 49ers of the national football league .<SPLIT>",Tracy simien,"<mask> <mask> (<mask> <mask> <mask> , <mask> <mask> <mask> , <mask>) <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> , <mask> <mask> <mask> , <mask> <mask> <mask> , <mask> <mask> , <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> .<SPLIT>",0.0365680456161499,0.9984613060951233,8,7585,8,2851,Failed
9,Blessed osanna of cattaro -lrb- ozana kotorska -rrb-,blessed osanna of cattaro t.o.s.d. (-rrb- was a catholic visionary and anchoress from cattaro (kotor) .<SPLIT>she was a teenage convert from orthodoxy of serbian descent from montenegro (zeta) .<SPLIT>she became a dominican tertiary and was posthumously venerated as a saint in kotor .<SPLIT>she was later beatified in 1934 .<SPLIT>,Felix ysagun manalo,<mask> <mask> <mask> <mask> t.o.s.d. (-<mask> <mask> a <mask> <mask> <mask> <mask> <mask> <mask> (<mask>) .<SPLIT><mask> was a teenage <mask> from <mask> <mask> <mask> <mask> <mask> <mask> (<mask>) .<SPLIT><mask> <mask> a dominican <mask> and <mask> posthumously <mask> <mask> a <mask> in <mask> .<SPLIT><mask> was later <mask> in 1934 .<SPLIT>,0.3236197233200073,0.9999712109565735,9,1227,9,4392,Successful
10,Thaila ayala,"thaila ayala sales (born april 14 , 1986 in presidente prudente) is a brazilian actress and model .<SPLIT>",Sebastián riep,"<mask> <mask> <mask> (<mask> <mask> <mask> , <mask> <mask> <mask> <mask>) <mask> <mask> <mask> <mask> <mask> <mask> .<SPLIT>",0.1210622787475586,0.9994330406188965,10,7767,10,497,Failed
11,Marlon evans,marlon evans (born 3 august 1997) is a guamanian international footballer who plays for wings in the guam men 's soccer league<SPLIT>,Fern whelan,<mask> <mask> (<mask> <mask> <mask> <mask>) <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> '<mask> <mask> <mask><SPLIT>,0.014888226985931396,0.9937517046928406,13,4556,13,947,Failed
