,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
0,Masayoshi tomizuka,"professor masayoshi tomizuka is a professor in control theory in department of mechanical engineering , university of california , berkeley .<SPLIT>he holds the cheryl and john neerhout , jr. , distinguished professorship chair , and has supervised more than 90 ph. d. students to completion .<SPLIT>professor masayoshi tomizuka received his b.s. and m.s. degrees in mechanical engineering from keio university , tokyo , japan in 1968 and 1970 , and his ph. d. degree in",M s ananth,"professor [MASK] [MASK] is a professor in [MASK] [MASK] in department [MASK] mechanical engineering , university [MASK] [MASK] , [MASK] .<SPLIT>he holds the cheryl and john neerhout , jr. , distinguished professorship chair , and has supervised more than 90 ph. d. students to completion .<SPLIT>professor [MASK] [MASK] received his b.s. and m.s. degrees in mechanical engineering from keio university , [MASK] , [MASK] in 1968 and 1970 , and his ph. d. degree in",-13.546473503112793,1.4995532035827637,42,104180,42,779,Successful
1,Thomas towie,thomas towie was a scottish footballer who played in the football league for derby county and preston north end in the 1890s .<SPLIT>,James duncan,[MASK] [MASK] was a scottish footballer who played in the football league for [MASK] [MASK] and [MASK] [MASK] [MASK] in the 1890s .<SPLIT>,-17.13021469116211,1.403723120689392,43,13435,43,232,Successful
2,Ernie whatmore,"ernest l. ` ernie ' whatmore ( 25 april 1900 -- 31 july 1991 ) was a professional association footballer who played in the football league for wolverhampton wanderers , bristol rovers and queens park rangers during the interwar period .<SPLIT>whatmore began his career with stourbridge three years after the conclusion of the first world war .<SPLIT>he played there for a year before joining wolves on trial in 1922 , but in spite of playing in two games for them in the football league second division the club opted not to retain his services .<SPLIT>he spent the remainder",Jock mulraney,"[MASK] [MASK] ` [MASK] ' [MASK] ( 25 [MASK] [MASK] -- 31 [MASK] [MASK] ) was a professional association footballer who played in the football league for [MASK] [MASK] , [MASK] [MASK] and [MASK] [MASK] [MASK] during the interwar period .<SPLIT>[MASK] began his career with stourbridge three years after the conclusion of the first world war .<SPLIT>he played there for a year before joining wolves on [MASK] in [MASK] , but in spite of playing in two games for them in the football league second division the club opted not to retain his services .<SPLIT>he spent the remainder",-19.762746810913086,1.4757146835327148,44,102697,44,2270,Successful
3,Paul f. whelan,"paul f. whelan is professor of computer vision at the centre for image processing & analysis , school of electronic engineering , faculty of engineering & computing dublin city",Robert clifford gentleman,"[MASK] [MASK] [MASK] is professor [MASK] [MASK] [MASK] at the centre for image processing & analysis , school [MASK] electronic engineering , faculty [MASK] engineering & computing dublin city",-16.848373413085938,1.4900912046432495,45,59377,45,235,Successful
4,Vladimir medvedev,vladimir nikolayevich medvedev ( ; born 10 july 1971 ) is a former russian football player .<SPLIT>,Sergei korchagin,[MASK] [MASK] [MASK] ( ; born 10 [MASK] [MASK] ) is a former russian football player .<SPLIT>,-17.082700729370117,1.4893336296081543,46,34885,46,134,Successful
5,Cafú,"arlindo gomes semedo ( born 17 november 1977 ) , commonly known as cafú , is a cape verdean professional footballer who plays for s.c. freamunde as a forward .<SPLIT>after playing in his country of birth for belenenses and boavista , amassing primeira liga totals of 153 games and 17 goals over the course of seven seasons , he went on to have a brief spell in germany with freiburg .<SPLIT>already in his 30 's cafú moved to cyprus , where he remained for",Mateus,[MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] ) [MASK] commonly known as [MASK] [MASK] is a [MASK] verdean professional [MASK] who plays for s.c. [MASK] as a [MASK] .<SPLIT>after playing in his country of birth for [MASK] and [MASK] [MASK] amassing primeira liga totals of 153 games and [MASK] [MASK] over the course of seven seasons [MASK] he went on to have a brief spell in [MASK] with [MASK] .<SPLIT>already in his 30 's [MASK] moved to cyprus [MASK] where he remained for,-16.013883590698242,0.7917450666427612,47,54829,47,2101,Successful
6,Enrique cárdenas,enrique cárdenas del avellano ( born 4 september 1957 ) is a mexican politician affiliated to the pri .<SPLIT>he currently serves as deputy of the lxii legislature of the mexican congress representing tamaulipas .<SPLIT>he also served as deputy during the lx legislature .<SPLIT>,Francisco javier fernández clamont,[MASK] [MASK] del avellano ( born [MASK] [MASK] [MASK] ) is a mexican politician affiliated to the pri .<SPLIT>he currently serves as [MASK] of the lxii legislature of the mexican congress representing [MASK] .<SPLIT>he also served as [MASK] during the lx legislature .<SPLIT>,-16.2872371673584,1.4963111877441406,48,12647,48,401,Successful
7,Kris janson,"kris tiffany maslog janson ( born december 21 , 1989 ) simply known as kris janson , is a filipino beauty pageant titleholder from cebu city , crowned binibining pilipinas intercontinental 2014 at the binibining pilipinas 2014 pageant held on march 30th , 2014 at the smart araneta coliseum",Ana maría weir,[MASK] [MASK] [MASK] [MASK] ( born [MASK] [MASK] [MASK] [MASK] ) simply known as [MASK] [MASK] [MASK] is a [MASK] beauty pageant titleholder from [MASK] [MASK] [MASK] crowned [MASK] [MASK] [MASK] [MASK] at the [MASK] [MASK] [MASK] pageant held on march 30th [MASK] [MASK] at the smart araneta coliseum,-17.597322463989258,0.9926264882087708,49,111052,49,864,Successful
8,Aldo maldera,"aldo maldera ( 14 october 1953 -- 1 august 2012 ) was an italian footballer , who played as a fullback or as a wide midfielder on the left .<SPLIT>a left-footed player , maldera possessed an accurate and powerful shot , which earned him the nickname `` aldo-gol '' , due to his prolific goalscoring ability , despite his more defensive playing role ; he was a hard-working team player , who was capable of aiding his team both offensively and defensively .<SPLIT>throughout his career , he was known for his pace , stamina",Sandro salvadore,"[MASK] [MASK] ( 14 [MASK] [MASK] -- 1 [MASK] [MASK] ) was an italian footballer , who played as a fullback or as a wide midfielder [MASK] the left .<SPLIT>a left-footed player , [MASK] possessed an accurate and powerful shot , which earned him the nickname `` [MASK]-gol '' , due to his prolific goalscoring ability , despite his more defensive playing role ; he was a hard-working team player , who was capable of aiding his team both offensively and defensively .<SPLIT>throughout his career , he was known for his pace , stamina",-16.352664947509766,1.4897022247314453,50,33562,50,856,Successful
9,Vicente mijares,"vicente mijares saldivar ( born june 14 , 1954 in gómez palacio , durango , mexico ) is an undefeated mexican professional boxer in the lightweight division .<SPLIT>he 's the uncle of both undefeated lightweight prospect ricardo mijares and former three-time world champion ,",Germán altamírano,"[MASK] [MASK] [MASK] ( born [MASK] 14 , [MASK] in [MASK] [MASK] , [MASK] , [MASK] ) is an undefeated [MASK] professional boxer in the [MASK] division .<SPLIT>he 's the uncle of both undefeated [MASK] prospect ricardo [MASK] and former three-time world champion ,",-17.402996063232422,1.4946964979171753,51,136165,51,689,Successful
