,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
0,Lenny randle,"leonard shenoff [MASK] ( born february 12, 1949 ) is a former major league baseball player. he was the first - round pick of the washington senators in the secondary phase of the june 1970 major league baseball draft, tenth overall.",Jerry schoonmaker,"[MASK] shenoff [MASK] ( born [MASK] 12, [MASK] ) is a former major league baseball player. he was the first - round pick of the washington senators in the secondary [MASK] of the june [MASK] major league baseball draft, tenth overall.",-14.640609741210938,-5.104274749755859,0,108524,0,141,Successful
1,Philippe adnot,"[MASK] [MASK] ( born 25 august 1945 in rhges ) is a member of the [MASK] of [MASK]. he was first elected in 1989, and represents the [MASK] department. a farmer by profession, he serves as an independent, and also serves as the head of the [MASK] [MASK] of [MASK], to which he was elected to represent the [MASK] of [MASK] in 1980. in 1998 and 2008, he was re - elected to the [MASK] in the first round, avoiding the need for a run - off vote. having contributed to the creation of the",Jean defraigne,"[MASK] [MASK] ( born 25 [MASK] [MASK] in rhges ) is a member of the [MASK] of [MASK]. he was first elected in 1989, and represents the [MASK] department. a farmer by profession, he serves as an independent, and also serves as the head of the [MASK] [MASK] of [MASK], to which he was elected to represent the [MASK] of [MASK] in 1980. in 1998 and 2008, he was re - elected to the [MASK] in the first round, avoiding the need for a run - off vote. having contributed to the creation of the",-10.544933319091797,-7.132724761962891,1,135213,1,90,Successful
2,Miroslav popov,[MASK] [MASK] ( born 14 june 1995 in dvr krlov [MASK] [MASK] ) is a [MASK] grand prix motorcycle racer. he currently races in the fim cev moto2 championship for montaze broz racing team aboard a suter.,Jordi carchano,[MASK] [MASK] ( born [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] ) is [MASK] [MASK] [MASK] prix motorcycle racer. he [MASK] races [MASK] the [MASK] [MASK] [MASK] championship for [MASK] [MASK] racing team [MASK] [MASK] suter.,-17.071077346801758,-8.916301727294922,2,132875,2,316,Successful
3,Jack reynolds,"john ` ` [MASK]'' [MASK] ( 21 february [MASK] - - 12 march 1917 ) was a footballer who played for, among others, [MASK] [MASK] [MASK], aston villa and celtic. as an international he played five times for ireland before it emerged that he was actually english and he subsequently played eight times for england. he is the only player, barring own goals, to score for and against england and is the only player to play for both ireland and england. he won the fa cup with [MASK] [MASK] [MASK] in [MASK] and was",Tommy mort,"[MASK] ` ` [MASK]'' [MASK] ( 21 [MASK] [MASK] - - 12 [MASK] [MASK] ) was a footballer who played for, among others, [MASK] [MASK] [MASK], aston villa and celtic. as an international he played five times for [MASK] before it emerged that he was actually english and he subsequently played eight times for [MASK]. he is the only player, barring own goals, to score for and against [MASK] and is the only player to play for both [MASK] and [MASK]. he won the fa cup with [MASK] [MASK] [MASK] in [MASK] and was",-16.160995483398438,-8.693800926208496,3,31781,3,292,Successful
4,Akoo nana,"william [MASK] [MASK], ( born 7th july 1979 ) better known by his stage name [MASK] [MASK] is a [MASK] musician from ghana. since 2009, he has been making a large impact in africa's [MASK] scene through his authentic sounding music and captivating stage craft.",Gasmilla,"[MASK] [MASK] [MASK], ( [MASK] 7th [MASK] [MASK] ) better known by [MASK] [MASK] [MASK] [MASK] [MASK] is a [MASK] musician from [MASK]. since [MASK], [MASK] has been [MASK] a large [MASK] in [MASK] [MASK] scene through [MASK] [MASK] sounding music and captivating [MASK] [MASK].",-18.791223526000977,-8.009057998657227,4,133443,4,406,Successful
5,Teoctist,"[MASK] (, born [MASK] arpau ; february 7, 1915 - - july 30, 2007 ) was the [MASK] of the [MASK] [MASK] church from 1986 to 2007. [MASK] served his first years as [MASK] under the [MASK] communist regime, and was accused by some of collaboration. he offered his resignation after the [MASK] revolution of 1989, but was soon restored to office and served a further 17 years. a promoter of ecumenical dialogue, [MASK] [MASK] invited pope john paul ii to visit [MASK] in 1999. it",Sukarno,"[MASK] (, [MASK] [MASK] [MASK] ; [MASK] [MASK], [MASK] - - [MASK] 30, [MASK] ) [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] from [MASK] to [MASK]. [MASK] served his first [MASK] as [MASK] under [MASK] [MASK] communist [MASK], and [MASK] [MASK] [MASK] [MASK] [MASK] [MASK]. he [MASK] his resignation after [MASK] [MASK] revolution [MASK] [MASK], but [MASK] soon restored to office and served a [MASK] 17 [MASK]. a [MASK] [MASK] [MASK] dialogue, [MASK] [MASK] invited [MASK] [MASK] [MASK] [MASK] to [MASK] [MASK] in [MASK]. [MASK]",-15.871963500976562,-5.569520473480225,5,22481,5,1156,Successful
6,Dillon sheppard,[MASK] [MASK] ( born 27 february 1979 ) is a south african football ( soccer ) left - winger who plays for premier soccer league club bidvest wits and [MASK] [MASK].,Stefan zinni,[MASK] [MASK] ( born 27 [MASK] [MASK] ) is [MASK] [MASK] [MASK] football ( soccer ) [MASK] - winger who plays for premier soccer league club [MASK] [MASK] [MASK] [MASK] [MASK].,-16.5720272064209,-7.451072692871094,6,59040,6,154,Successful
7,Giuliana zevallos,"[MASK] [MASK] [MASK] ( born in lima, [MASK] ) is a beauty queen who was crowned [MASK] [MASK] [MASK] 2010 on september 18, [MASK], becoming that pageant's very first titleholder from her country. prior to winning [MASK] [MASK] [MASK], she was [MASK] [MASK] per 2008 and [MASK] per [MASK], and represented her country in both [MASK] [MASK] 2008 and [MASK] universe 2010. on february 9, 2012, [MASK] was designated as the new [MASK] per world. she represented her country in the [MASK]",Anabel solís,"[MASK] [MASK] [MASK] ( born [MASK] [MASK], [MASK] ) is a beauty queen who was crowned [MASK] [MASK] [MASK] [MASK] on september 18, [MASK], becoming that pageant's very first titleholder from her [MASK]. prior to winning [MASK] [MASK] [MASK], she was [MASK] [MASK] [MASK] 2008 and [MASK] [MASK] [MASK], and represented her [MASK] [MASK] both [MASK] [MASK] 2008 and [MASK] universe [MASK]. on february 9, 2012, [MASK] was designated as the new [MASK] [MASK] world. she represented her [MASK] [MASK] the [MASK]",-15.282869338989258,-7.841460227966309,7,100302,7,196,Successful
8,Renato campos,"[MASK] [MASK] ( born september 5, 1980 ) is a retired angolan football player. he has played for [MASK] national team.",Koji sasaki,"[MASK] [MASK] ( born [MASK] 5, [MASK] ) is a [MASK] [MASK] football player. he [MASK] played for [MASK] national team.",-17.93011474609375,-8.938048362731934,8,116507,8,71,Successful
9,Sir william laird clowes,"sir [MASK] [MASK] [MASK] ( 1 february [MASK] - - 14 august [MASK] ) was a british journalist and [MASK] whose principal work was ` ` the royal navy, a history from the earliest times to 1900'', a text that is still in print. he also wrote numerous technical pieces on naval technology and strategy and was also noted for his articles concerning racial politics in the southern united states. despite having trained as a lawyer, [MASK] had always preferred literature and writing, publishing his first work in 1876 and becoming a full - time journalist in 1879. for the services rendered",William henry white,"sir [MASK] [MASK] [MASK] ( 1 [MASK] [MASK] - - 14 [MASK] [MASK] ) was a british [MASK] and [MASK] whose principal work was ` ` the royal navy, a [MASK] from the earliest times to 1900'', a text that is still in [MASK]. he also [MASK] numerous technical pieces on naval technology and strategy and was also noted for his [MASK] concerning [MASK] [MASK] in the southern united states. despite having trained as a lawyer, [MASK] had always preferred [MASK] and [MASK], [MASK] his first work in 1876 and becoming a full - time [MASK] in 1879. for the services rendered",-18.6849365234375,-8.461238861083984,9,115506,9,739,Successful
