,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
0,Michael iii of alexandria,"pope michael iii of alexandria (also known as khail iii) was the coptic pope of alexandria and patriarch of the see of st. mark (880 -- 907) .<SPLIT>in 882 , the governor of egypt , ahmad ibn tulun , forced khail to pay heavy contributions , forcing him to sell a church and some attached properties to the local jewish community .<SPLIT>this building was at one time believed to have later become the site of the cairo geniza .<SPLIT>",Halil hayreddin,"pope <mask> iii <mask> alexandria (also known as khail <mask>) was the <mask> pope of alexandria <mask> patriarch of the see of st. mark (880 -- <mask>) .<SPLIT>in 882 , the governor of egypt , ahmad ibn tulun , forced khail to pay heavy contributions , forcing him to sell a church and some attached properties to the local jewish community .<SPLIT>this building was at one time believed to have later become the site of the cairo geniza .<SPLIT>",9.810924530029297e-05,0.5920082330703735,0,6582,0,1474,Successful
1,Hui jun,hui jun is a male former table tennis player from china .<SPLIT>,Liu xiaolong,<mask> <mask> is a male former <mask> tennis player from china .<SPLIT>,0.0,0.984686017036438,1,10388,1,88,Successful
2,Okan öztürk,okan Öztürk (born 30 november 1977) is a turkish professional footballer .<SPLIT>he currently plays as a striker for yeni malatyaspor .<SPLIT>,Adem büyük,<mask> <mask> (born 30 november <mask>) is a turkish professional footballer .<SPLIT>he currently plays as a striker for <mask> <mask> .<SPLIT>,0.0,0.5460172891616821,2,2279,2,301,Successful
3,Marie stephan,"marie stephan , (born march 14 , 1996) is a professional squash player who represents france .<SPLIT>she reached a career-high world ranking of world no. 101 in july 2015 .<SPLIT>",Laura pomportes,"<mask> <mask> , (born march 14 , <mask>) is a professional squash player who represents france .<SPLIT>she reached a career-high world ranking of world no. 101 in july <mask> .<SPLIT>",0.0,0.9767488837242126,3,4726,3,328,Successful
4,Leonard l. martino,leonard l. martino is a former democratic member of the pennsylvania house of representatives .<SPLIT>he was born in butler to michael and angela pitullio martino .<SPLIT>,Lester k. fryer,<mask> <mask>. <mask> is a former democratic member of the pennsylvania house of representatives .<SPLIT>he was born in butler <mask> michael and angela pitullio martino .<SPLIT>,2.384185791015625e-07,0.7034784555435181,4,3564,4,302,Successful
5,Salome jens,"salome jens (born may 8 , 1935) is an american stage , film and television actress .<SPLIT>she is perhaps best known for portraying the female changeling on '' '' .<SPLIT>",Linda kozlowski,"<mask> <mask> (born <mask> 8 , <mask>) is an american stage , film and television actress .<SPLIT>she is perhaps best known for portraying the female changeling on '' '' .<SPLIT>",0.0,0.9958716034889221,5,9248,5,302,Successful
6,Carl crawford,"carl demonte crawford (born august 5 , 1981) , nicknamed `` the perfect storm '' , is an american professional baseball left fielder with the los angeles dodgers of major league baseball (mlb) .<SPLIT>he bats and throws left-handed .<SPLIT>crawford was drafted by the tampa bay devil rays in the second round (52nd overall) of the 1999 major league baseball draft .<SPLIT>he made his major league debut in 2002 .<SPLIT>crawford has more triples (121) than any other active baseball player .<SPLIT>",Josh hamilton,"<mask> <mask> <mask> (<mask> <mask> <mask> , <mask>) , <mask> <mask> <mask> <mask> <mask> '' , <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> of major league <mask> (mlb) .<SPLIT>he bats and throws left-handed .<SPLIT><mask> was drafted by <mask> <mask> <mask> <mask> <mask> in the second round (52nd overall) of the 1999 major league baseball draft .<SPLIT>he made his major league debut in 2002 .<SPLIT><mask> has more <mask> (121) than any other active baseball player .<SPLIT>",0.0,0.8747662305831909,6,9080,6,7564,Successful
7,Jim bob,"jim bob (born james neil morrison on 22 november 1960) is a british musician and author , best known as the singer of indie punk band carter usm .<SPLIT>",David morrell,"<mask> <mask> (born <mask> neil morrison on 22 <mask> <mask>) is a <mask> musician and author , best known as the singer of indie punk band carter usm .<SPLIT>",1.430511474609375e-06,0.9666744470596313,7,7586,7,508,Successful
8,Riddick parker,"riddick parker (born november 20 , 1972 in emporia , virginia) is a former professional american football defensive lineman for the seattle seahawks , san diego chargers , new england patriots , baltimore ravens , and san francisco 49ers of the national football league .<SPLIT>",Jeff faulkner,"<mask> <mask> (born <mask> <mask> , <mask> in <mask> , virginia) is a former professional american football defensive lineman for the seattle seahawks , san diego chargers , new england patriots , baltimore ravens , and san francisco <mask> of the national football league .<SPLIT>",0.0,0.6679033041000366,8,102,8,867,Successful
9,Blessed osanna of cattaro -lrb- ozana kotorska -rrb-,blessed osanna of cattaro t.o.s.d. -lrb-) was a catholic visionary and anchoress from cattaro (kotor) .<SPLIT>she was a teenage convert from orthodoxy of serbian descent from montenegro (zeta) .<SPLIT>she became a dominican tertiary and was posthumously venerated as a saint in kotor .<SPLIT>she was later beatified in 1934 .<SPLIT>,Mariya borovichenko,blessed <mask> <mask> <mask> t.o.s.d. -lrb-) was a catholic visionary and anchoress from <mask> (kotor) .<SPLIT>she was a teenage convert from orthodoxy of <mask> descent from <mask> (zeta) .<SPLIT>she became a dominican tertiary and was posthumously venerated as a saint in <mask> .<SPLIT>she was later beatified in 1934 .<SPLIT>,0.0,0.7351155281066895,9,9342,9,1192,Successful
10,Thaila ayala,"thaila ayala sales (born april 14 , 1986 in presidente prudente) is a brazilian actress and model .<SPLIT>",Néstor scotta,"<mask> <mask> <mask> (born april 14 , <mask> in presidente prudente) is a <mask> <mask> <mask> <mask> .<SPLIT>",0.0,0.997894287109375,10,1104,10,353,Successful
11,Sven leuenberger,"sven leuenberger (born august 25 , 1969 in niederuzwil , switzerland) is a retired swiss professional ice hockey defender .<SPLIT>playing in the nla-a , leuenberger accumulated 74 goals , 173 assists , and 443 penalty minutes in the regular season .<SPLIT>since the nla 2006 season , leuenberger has been the general manager (sports director) of the sc bern .<SPLIT>on august 1 , 2008 sc bern 's coach suffered , john van boxmeer , a heart attack side-lining him for a month .<SPLIT>during van boxmeer 's absence , general manager sven leuenberger coached the team along with assistant coach konstantin kurashev -lsb- http://www.iihf.com/home-of-hockey/news/news-singleview/article/van-boxmeer-suffers-heart-attack/leuenberger.html] .<SPLIT>",Mark astley,"<mask> <mask> (born <mask> 25 , <mask> in <mask> , switzerland) is a retired swiss professional <mask> hockey defender .<SPLIT>playing <mask> the nla-a , <mask> accumulated 74 goals , 173 assists , and 443 penalty minutes in the regular season .<SPLIT>since the nla 2006 season , <mask> has been the general manager (sports director) of the sc bern .<SPLIT>on august 1 , 2008 sc bern 's coach suffered , john van boxmeer , a heart attack side-lining him for a month .<SPLIT>during van boxmeer 's absence , general manager sven leuenberger coached the team along with assistant coach konstantin kurashev -lsb- http://www.iihf.com/home-of-hockey/news/news-singleview/article/van-boxmeer-suffers-heart-attack/leuenberger.html] .<SPLIT>",0.0,0.5105636715888977,11,13475,11,3223,Successful
12,Brett scott,"brett scott (born 10 april 1962) is a former australian rules footballer who played with the sydney football club in the victorian football league during the 1980s .<SPLIT>scott played his early football with the rock-yerong creek before being recruited to south melbourne and making his league debut in 1981 .<SPLIT>the following year the club relocated to sydney and he took part in the inaugural game for their new city .<SPLIT>injuries restricted his appearances over the years and when he finished in 1989 he had managed just 59 senior games .<SPLIT>after gary buckenara was sacked as sydney 's coach in 1993 , scott acted as a caretaker coach for two games .<SPLIT>",Rohan robertson,"<mask> <mask> (born <mask> <mask> <mask>) is a former australian rules footballer who played with the sydney football club in the victorian football league during the 1980s .<SPLIT><mask> played his early football with the <mask> <mask> before being recruited to <mask> melbourne and making his league debut in 1981 .<SPLIT>the following year the club relocated to sydney and he took part in the inaugural game for their new city .<SPLIT>injuries restricted his appearances over the years and when he finished in 1989 he had <mask> just 59 senior games .<SPLIT>after gary buckenara was sacked as sydney 's coach in 1993 , scott acted as a caretaker coach for two games .<SPLIT>",0.0,0.6856859922409058,12,6422,12,3854,Successful
13,Marlon evans,marlon evans (born 3 august 1997) is a guamanian international footballer who plays for wings in the guam men 's soccer league<SPLIT>,Mahamat alhadj,<mask> <mask> (born <mask> august <mask>) is a <mask> international footballer who plays for <mask> in the <mask> men 's soccer league<SPLIT>,0.0,0.9082688093185425,13,2567,13,467,Successful
14,Jesper blicher,"jesper blicher (born 4 october 1988) is a danish professional football midfielder , who currently plays for danish 1st division side lyngby boldklub .<SPLIT>blicher began playing football in kolt-hasselager if , where he was picked for agf , where he got his other footballing education .<SPLIT>he was part of the year ' 88 , who won in the junior league , like michael lumb , frederik krabbe , michael vester , niels kristensen , morten beck andersen and anders syberg , who all had the onset of agf 's 1 .<SPLIT>hold .<SPLIT>in the autumn of 2009 he was loaned to næstved bk , and just before winter transfer window end he switched permanently to the club .<SPLIT>in 2010 he changed to fc fredericia , where he played until 2012 when he got vendsyssel ff as a new club in january 2015 he was given at his own request that he want to terminated his contract with the vendsyssel ff .<SPLIT>on 6 february 2015 he signed a two-year contract with lyngby boldklub<SPLIT>",Nicolai poulsen,"<mask> <mask> (born <mask> october <mask>) is a danish professional football midfielder , who currently plays for danish 1st division side <mask> <mask> .<SPLIT><mask> began playing football in kolt-hasselager if , where he was picked for agf , where he got his other footballing education .<SPLIT>he was part of the year ' 88 , who won in the junior league , like michael lumb , frederik krabbe , michael vester , niels kristensen , morten beck andersen and anders syberg , who all had the onset of agf 's 1 .<SPLIT>hold .<SPLIT>in the autumn of 2009 he was loaned to næstved bk , and just before winter transfer window end he switched permanently to the club .<SPLIT>in 2010 he changed to fc fredericia , where he played until 2012 when he got vendsyssel ff as a new club in january 2015 he was given at his own request that he want to terminated his contract with the vendsyssel ff .<SPLIT>on 6 february 2015 he signed a two-year contract with lyngby boldklub<SPLIT>",0.0,0.6744686961174011,14,10217,14,3117,Successful
15,Stewart ford,"stewart owen ford (born 1964) is a british businessman , the founder and chief executive (ceo) of the failed financial company keydata .<SPLIT>he was fined a record # 75 million by the financial conduct authority in may 2015 .<SPLIT>",Andy penn,"<mask> <mask> <mask> (born <mask>) is a british businessman , the founder <mask> chief executive (ceo) of the failed <mask> company <mask> .<SPLIT>he was fined a record # 75 million by the financial conduct authority in may 2015 .<SPLIT>",0.0,0.5635185837745667,15,10232,15,817,Successful
16,Chris galletta,chris galletta (born 1981) is an american screenwriter .<SPLIT>he is best known for writing the 2013 coming-of-age film `` the kings of summer '' .<SPLIT>,Chris haw,chris <mask> (born 1981) is an american <mask> .<SPLIT>he is best known for writing the 2013 coming-of-age <mask> `` the kings of summer '' .<SPLIT>,0.0,0.9169100522994995,16,12913,16,196,Successful
