,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
0,Lenny randle,"leonard shenoff <mask> ( born february 12, 1949 ) is a former major league baseball player.<SPLIT>he was the first-round pick of the washington <mask> in the secondary phase of the june 1970 major league baseball draft, tenth overall.",Curt ford,"<mask> shenoff <mask> ( born <mask> <mask>, <mask> ) is a former major league baseball player.<SPLIT>he was the first-round pick of the <mask> <mask> in the secondary phase of the june <mask> major league baseball draft, tenth overall.",-17.11748504638672,-1.285304307937622,0,10167,0,154,Successful
1,Philippe adnot,"<mask> <mask> ( born 25 august 1945 in rhges ) is a member of the <mask> of <mask> .<SPLIT>he was first elected in 1989, and represents the <mask> department.<SPLIT>a <mask> by profession, he serves as an <mask> , and also serves as the head of the <mask> <mask> of <mask> , to which he was elected to represent the <mask> of <mask> in 1980.<SPLIT>in 1998 and 2008, he was re-elected to the <mask> in the first round, avoiding the need for a run-off vote.<SPLIT>having contributed to the creation of the",Mike hedges,"<mask> <mask> ( born <mask> <mask> <mask> in rhges ) is a member of the <mask> of <mask> .<SPLIT><mask> was first elected in <mask>, and represents the <mask> department.<SPLIT>a <mask> by <mask>, <mask> serves as an <mask> , and also serves as the head of the <mask> <mask> of <mask> , to which <mask> was elected to represent the <mask> of <mask> in <mask>.<SPLIT>in <mask> and 2008, <mask> was re-elected to the <mask> in the first round, avoiding the need for a run-off vote.<SPLIT>having contributed to the creation of the",-11.599668502807617,-1.8815014362335205,1,117172,1,309,Successful
2,Miroslav popov,<mask> <mask> ( born 14 june <mask> in dvr krlov <mask> <mask> ) is a <mask> grand prix motorcycle racer.<SPLIT>he currently races in the fim cev moto2 championship for montaze broz racing team aboard a suter.,Giacomo matiz,<mask> <mask> ( born <mask> <mask> <mask> in <mask> <mask> <mask> <mask> ) is a <mask> <mask> <mask> <mask> <mask>.<SPLIT><mask> currently <mask> in the <mask> <mask> <mask> <mask> for montaze broz <mask> <mask> <mask> a <mask>.,-15.874961853027344,-0.14200592041015625,2,80447,2,334,Successful
3,Jack reynolds,"john `` <mask> '' <mask> ( 21 february <mask> -- 12 march 1917 ) was a footballer who played for, among others, <mask> <mask> <mask> , <mask> villa and <mask> .<SPLIT>as an international he played five times for ireland before it emerged that he was actually english and he subsequently played eight times for <mask> .<SPLIT>he is the only player, barring own goals, to score for and against <mask> and is the only player to play for both ireland and <mask> .<SPLIT>he won the fa cup with <mask> <mask> <mask> in <mask> and was",Duncan edwards,"<mask> `` <mask> '' <mask> ( 21 february <mask> -- <mask> <mask> <mask> ) was a footballer who played for, <mask> <mask>, <mask> <mask> <mask> , <mask> <mask> and <mask> .<SPLIT>as an international he played five times for <mask> before it emerged that he was actually <mask> and he subsequently played eight times for <mask> .<SPLIT>he is the only player, barring own goals, to score for and against <mask> and is the only player to play for both <mask> and <mask> .<SPLIT>he won the <mask> cup with <mask> <mask> <mask> in <mask> and was",-13.629973411560059,-0.573218822479248,3,141460,3,436,Successful
4,Akoo nana,"william <mask> <mask> , ( born 7th july 1979 ) better known by his stage name <mask> <mask> is a <mask> musician from <mask> .<SPLIT>since 2009, he has been making a large impact in africa's <mask> scene through his authentic sounding music and captivating stage craft.",Praveen mayakar,"<mask> <mask> <mask> , ( born <mask> <mask> <mask> ) <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> from <mask> .<SPLIT><mask> <mask>, <mask> <mask> <mask> making <mask> large <mask> <mask> <mask> <mask> <mask> <mask> <mask> authentic <mask> <mask> and captivating <mask> <mask>.",-16.21488380432129,0.38212496042251587,4,18890,4,534,Successful
5,Antonios,"<mask> (, born <mask> arpau ; february 7, 1915 -- july 30, 2007 ) was the <mask> of the <mask> <mask> <mask> from 1986 to 2007. <mask> served his first years as <mask> under the <mask> communist regime, and was accused by some of collaboration.<SPLIT>he offered his resignation after the <mask> revolution of 1989, but was soon restored to office and served a further 17 years.<SPLIT>a promoter of ecumenical dialogue, <mask> <mask> invited pope john paul ii to visit <mask> in 1999.<SPLIT>it",Chrisye,"<mask> (, born <mask> <mask> ; february 7, 1915 -- <mask> 30, 2007 ) was the <mask> of the <mask> <mask> <mask> from 1986 to 2007. <mask> served his first years as <mask> under the <mask> communist regime, and was accused by some of collaboration.<SPLIT>he offered his resignation after the <mask> revolution of 1989, but was soon restored to office and served a further 17 years.<SPLIT>a promoter of <mask> dialogue, <mask> <mask> invited pope john paul ii to visit <mask> in 1999.<SPLIT>it",-4.7389726638793945,-1.0490026473999023,8937,128677,5,154,Successful
6,Emile baron,<mask> <mask> ( born 27 february 1979 ) is a <mask> african football ( soccer ) left-winger who plays for premier soccer league club <mask> wits and <mask> <mask> .,Musa bilankulu,<mask> <mask> ( born 27 february <mask> ) is a <mask> african football ( soccer ) <mask> who plays for premier soccer league club <mask> wits and <mask> <mask> .,-6.428094863891602,-1.6013245582580566,100672,47342,6,36,Successful
7,Giuliana zevallos,"<mask> <mask> <mask> ( born in lima, <mask> ) is a beauty queen who was crowned <mask> <mask> <mask> <mask> on september 18, <mask> , becoming that pageant's very first titleholder from her country.<SPLIT>prior to winning <mask> <mask> <mask> , she was <mask> <mask> per 2008 and <mask> per <mask> , and represented her country in both <mask> <mask> 2008 and <mask> <mask> <mask> .<SPLIT>on february 9, 2012, <mask> was designated as the new <mask> per world.<SPLIT>she represented her country in the <mask>",Geetha narayanan gopal,"<mask> <mask> <mask> ( born in <mask>, <mask> ) is a beauty queen who <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> 18, <mask> , becoming <mask> pageant's very first <mask> from her <mask>.<SPLIT><mask> to winning <mask> <mask> <mask> , <mask> <mask> <mask> <mask> per 2008 and <mask> per <mask> , and represented her <mask> in both <mask> <mask> 2008 and <mask> <mask> <mask> .<SPLIT><mask> <mask> 9, <mask>, <mask> <mask> <mask> as the <mask> <mask> per world.<SPLIT><mask> represented her <mask> in the <mask>",-10.85816764831543,-3.2064051628112793,7,61927,7,456,Successful
8,Renato campos,"<mask> <mask> ( born september 5, <mask> ) is a retired angolan football player.<SPLIT>he has played for <mask> national team.",Tara edward,"<mask> <mask> ( <mask> <mask> <mask>, <mask> ) <mask> <mask> <mask> <mask> <mask> <mask>.<SPLIT><mask> <mask> <mask> <mask> <mask> <mask> <mask>.",-10.198040962219238,-2.5414342880249023,8,135164,8,121,Failed
9,Sir william laird clowes,"sir <mask> <mask> <mask> ( 1 february <mask> -- 14 august <mask> ) was a british <mask> and <mask> whose principal work was `` the royal navy, a history from the earliest times to 1900 '', a text that is still in print.<SPLIT>he also wrote numerous technical pieces on naval technology and strategy and was also noted for his articles concerning racial politics in the southern united states.<SPLIT>despite having trained as a lawyer, <mask> had always preferred literature and writing, publishing his first work in 1876 and becoming a full-time <mask> in 1879.<SPLIT>for the services rendered",C. northcote parkinson,"<mask> <mask> <mask> <mask> ( <mask> <mask> <mask> -- <mask> <mask> <mask> ) <mask> a <mask> <mask> <mask> <mask> <mask> <mask> <mask> <mask> `` <mask> <mask> navy, a <mask> from <mask> earliest times to <mask> '', a text that is still in print.<SPLIT>he also wrote numerous technical pieces on naval technology <mask> strategy <mask> <mask> also noted <mask> his <mask> concerning <mask> politics in <mask> southern united states.<SPLIT>despite having trained as a lawyer, <mask> had always preferred literature <mask> writing, publishing his first <mask> in <mask> <mask> becoming a <mask> <mask> in <mask>.<SPLIT><mask> <mask> services rendered",-15.288900375366211,-1.2480854988098145,9,134686,9,1156,Successful
