,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
0,Michael iii of alexandria,"pope michael iii of alexandria (also known as khail iii) was the coptic pope of alexandria and patriarch of the see of st. mark (880 -- 907) .<SPLIT>in 882 , the governor of egypt , ahmad ibn tulun , forced khail to pay heavy contributions , forcing him to sell a church and some attached properties to the local jewish community .<SPLIT>this building was at one time believed to have later become the site of the cairo geniza .<SPLIT>",Khuwaylid ibn asad,"<mask> <mask> <mask> <mask> alexandria (also known as khail <mask>) was <mask> <mask> <mask> of <mask> <mask> patriarch of <mask> see <mask> <mask>. mark (880 -- <mask>) .<SPLIT>in 882 , the governor of egypt , ahmad ibn tulun , forced khail to pay heavy contributions , forcing him to sell a church and some attached properties to the local jewish community .<SPLIT>this building was at one time believed to have later become the site of the cairo geniza .<SPLIT>",1.2755393981933594e-05,0.9997351169586182,0,4224,0,3506,Successful
1,Hui jun,hui jun is a male former table tennis player from china .<SPLIT>,Bruno echagaray,<mask> <mask> is a male former <mask> tennis player from <mask> .<SPLIT>,1.7881393432617188e-06,0.9785873293876648,1,10279,1,120,Successful
2,Okan öztürk,okan Öztürk (born 30 november 1977) is a turkish professional footballer .<SPLIT>he currently plays as a striker for yeni malatyaspor .<SPLIT>,Bernhard fucik,<mask> <mask> (born 30 november <mask>) is <mask> <mask> professional footballer .<SPLIT>he currently plays as a <mask> for <mask> <mask> .<SPLIT>,0.0,0.9967138767242432,2,1650,2,469,Successful
3,Marie stephan,"marie stephan , (born march 14 , 1996) is a professional squash player who represents france .<SPLIT>she reached a career-high world ranking of world no. 101 in july 2015 .<SPLIT>",Gaby huber,"<mask> <mask> , (born <mask> 14 , <mask>) is a professional <mask> player who represents <mask> .<SPLIT>she <mask> a career-high world ranking of world no. 101 in july <mask> .<SPLIT>",1.1920928955078125e-07,0.9983588457107544,3,7266,3,672,Successful
4,Leonard l. martino,leonard l. martino is a former democratic member of the pennsylvania house of representatives .<SPLIT>he was born in butler to michael and angela pitullio martino .<SPLIT>,Cleon h. turner,<mask> <mask>. <mask> is a <mask> <mask> member of the <mask> house of representatives .<SPLIT><mask> was born in butler to michael and angela <mask> <mask> .<SPLIT>,5.960464477539062e-07,0.988353431224823,4,5898,4,682,Successful
5,Salome jens,"salome jens (born may 8 , 1935) is an american stage , film and television actress .<SPLIT>she is perhaps best known for portraying the female changeling on '' '' .<SPLIT>",Lindsay hollister,"<mask> <mask> (born <mask> 8 , <mask>) is an american stage , film and television actress .<SPLIT>she is perhaps best known for portraying the female changeling on '' '' .<SPLIT>",0.0,0.9949579238891602,5,1529,5,302,Successful
6,Carl crawford,"carl demonte crawford (born august 5 , 1981) , nicknamed `` the perfect storm '' , is an american professional baseball left fielder with the los angeles dodgers of major league baseball (mlb) .<SPLIT>he bats and throws left-handed .<SPLIT>crawford was drafted by the tampa bay devil rays in the second round (52nd overall) of the 1999 major league baseball draft .<SPLIT>he made his major league debut in 2002 .<SPLIT>crawford has more triples (121) than any other active baseball player .<SPLIT>",Cole figueroa,"<mask> <mask> <mask> (<mask> <mask> <mask> , <mask>) , <mask> <mask> <mask> <mask> <mask> '' , <mask> <mask> <mask> <mask> <mask> <mask> <mask> with the <mask> <mask> <mask> <mask> major league baseball (mlb) .<SPLIT>he <mask> and throws <mask> .<SPLIT><mask> was drafted by the tampa bay <mask> <mask> in the second round (52nd overall) of the <mask> major league baseball draft .<SPLIT>he made his major league debut <mask> <mask> .<SPLIT><mask> has more <mask> (<mask>) than any other active baseball player .<SPLIT>",0.0,0.9879428148269653,6,11514,6,7732,Successful
7,Jim bob,"jim bob (born james neil morrison on 22 november 1960) is a british musician and author , best known as the singer of indie punk band carter usm .<SPLIT>",Les reed,"<mask> <mask> (born <mask> neil <mask> on 22 november <mask>) is a british musician and author , best known as the <mask> of <mask> <mask> band carter usm .<SPLIT>",0.0,0.9941167235374451,7,10557,7,672,Successful
8,Riddick parker,"riddick parker (born november 20 , 1972 in emporia , virginia) is a former professional american football defensive lineman for the seattle seahawks , san diego chargers , new england patriots , baltimore ravens , and san francisco 49ers of the national football league .<SPLIT>",Bernard holsey,"<mask> <mask> (born <mask> <mask> , <mask> in <mask> , <mask>) is a former professional american football <mask> <mask> for the <mask> <mask> , <mask> <mask> <mask> , new <mask> <mask> , baltimore ravens , and <mask> <mask> <mask> <mask> the national football league .<SPLIT>",0.0,0.9902063608169556,8,12052,8,2167,Successful
9,Blessed osanna of cattaro -lrb- ozana kotorska -rrb-,blessed osanna of cattaro t.o.s.d. -lrb-) was a catholic visionary and anchoress from cattaro (kotor) .<SPLIT>she was a teenage convert from orthodoxy of serbian descent from montenegro (zeta) .<SPLIT>she became a dominican tertiary and was posthumously venerated as a saint in kotor .<SPLIT>she was later beatified in 1934 .<SPLIT>,Adam kozłowiecki,blessed <mask> <mask> <mask> t.o.s.d. -lrb-) was a catholic <mask> and <mask> from <mask> (<mask>) .<SPLIT>she was a teenage convert from orthodoxy of <mask> descent from <mask> (zeta) .<SPLIT>she became a dominican tertiary and was posthumously venerated as a saint in <mask> .<SPLIT>she was later beatified in 1934 .<SPLIT>,0.0,0.9908902049064636,9,5212,9,1708,Successful
