,original_person,original_text,perturbed_person,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
0,Michael iii of alexandria,"pope michael iii of alexandria ( also known as khail iii ) was the coptic pope of alexandria and patriarch of the see of st. mark ( 880 -- 907 ) .<SPLIT>in 882 , the governor of egypt , ahmad ibn tulun , forced khail to pay heavy contributions , forcing him to sell a church and some attached properties to the local jewish community .<SPLIT>this building was at one time believed to have later become the site of the cairo geniza .<SPLIT>",Michael iv of alexandria,"[MASK] michael [MASK] [MASK] alexandria ( also known as khail [MASK] ) was the coptic pope of alexandria and patriarch of the see of st. mark ( [MASK] -- [MASK] ) .<SPLIT>in [MASK] , the governor of egypt , ahmad ibn tulun , forced khail to pay heavy contributions , forcing him to sell a church and some attached properties to the local jewish community .<SPLIT>this building was at one time believed to have later become the site of the cairo geniza .<SPLIT>",0.002984166145324707,0.8959901332855225,0,12300,0,908,Successful
1,Hui jun,hui jun is a male former table tennis player from china .<SPLIT>,Arlee wararong,[MASK] [MASK] is [MASK] [MASK] former [MASK] [MASK] player [MASK] [MASK] .<SPLIT>,0.00023990869522094727,0.8319882154464722,1,5681,1,110,Successful
2,Okan öztürk,okan Öztürk ( born 30 november 1977 ) is a turkish professional footballer .<SPLIT>he currently plays as a striker for yeni malatyaspor .<SPLIT>,Bilal kısa,[MASK] [MASK] ( born [MASK] [MASK] [MASK] ) is a turkish professional footballer .<SPLIT>he currently plays as a [MASK] for [MASK] [MASK] .<SPLIT>,0.00016629695892333984,0.8387569189071655,2,2588,2,245,Successful
3,Marie stephan,"marie stephan , ( born march 14 , 1996 ) is a professional squash player who represents france .<SPLIT>she reached a career-high world ranking of world no. 101 in july 2015 .<SPLIT>",Cecelia cortes,"[MASK] [MASK] , ( born [MASK] 14 , [MASK] ) is a professional [MASK] player who represents [MASK] .<SPLIT>she reached a career-high world ranking of world no. 101 in july 2015 .<SPLIT>",0.0010121464729309082,0.5648468732833862,3,12998,3,268,Successful
4,Leonard l. martino,leonard l. martino is a former democratic member of the pennsylvania house of representatives .<SPLIT>he was born in butler to michael and angela pitullio martino .<SPLIT>,William w. pendleton,[MASK] [MASK]. [MASK] is a former democratic member of the pennsylvania house of representatives .<SPLIT>he was born in butler to michael and angela pitullio martino .<SPLIT>,0.0010439157485961914,0.714794397354126,4,1488,4,120,Successful
5,Salome jens,"salome jens ( born may 8 , 1935 ) is an american stage , film and television actress .<SPLIT>she is perhaps best known for portraying the female changeling on '' '' .<SPLIT>",Marisol nichols,"[MASK] [MASK] ( born [MASK] [MASK] , [MASK] ) is an american stage , film and television actress .<SPLIT>she is perhaps best known for portraying the female changeling on '' '' .<SPLIT>",0.00029224157333374023,0.9833833575248718,5,9475,5,206,Successful
6,Carl crawford,"carl demonte crawford ( born august 5 , 1981 ) , nicknamed `` the perfect storm '' , is an american professional baseball left fielder with the los angeles dodgers of major league baseball ( mlb ) .<SPLIT>he bats and throws left-handed .<SPLIT>crawford was drafted by the tampa bay devil rays in the second round ( 52nd overall ) of the 1999 major league baseball draft .<SPLIT>he made his major league debut in 2002 .<SPLIT>crawford has more triples ( 121 ) than any other active baseball player .<SPLIT>",Joel peralta,"[MASK] demonte [MASK] ( born [MASK] [MASK] , [MASK] ) , nicknamed `` the perfect storm '' , is [MASK] [MASK] professional baseball [MASK] [MASK] with the los angeles dodgers of major league baseball ( mlb ) .<SPLIT>he bats and throws [MASK] .<SPLIT>crawford was drafted by the [MASK] [MASK] devil [MASK] in the second round ( 52nd overall ) of the 1999 major league baseball draft .<SPLIT>he made his major league debut in [MASK] .<SPLIT>crawford has more triples ( 121 ) than any other active baseball player .<SPLIT>",0.0002358555793762207,0.6792007684707642,6,6092,6,1844,Successful
7,Jim bob,"jim bob ( born james neil morrison on 22 november 1960 ) is a british musician and author , best known as the singer of indie punk band carter usm .<SPLIT>",Dave mcpherson,"[MASK] [MASK] ( born [MASK] neil morrison on 22 [MASK] [MASK] ) is a british musician and author , best known as the singer of indie punk band carter usm .<SPLIT>",0.0002320408821105957,0.86928790807724,7,13328,7,224,Successful
8,Riddick parker,"riddick parker ( born november 20 , 1972 in emporia , virginia ) is a former professional american football defensive lineman for the seattle seahawks , san diego chargers , new england patriots , baltimore ravens , and san francisco 49ers of the national football league .<SPLIT>",Brian habib,"[MASK] [MASK] ( born [MASK] 20 , [MASK] in emporia , [MASK] ) is a former professional american football [MASK] [MASK] for the seattle seahawks , san diego chargers , new england patriots , baltimore ravens , and san francisco 49ers of the national football league .<SPLIT>",0.0005880594253540039,0.7928569316864014,8,4094,8,453,Successful
9,Blessed osanna of cattaro -lrb- ozana kotorska -rrb-,blessed osanna of cattaro t.o.s.d. ( ) was a catholic visionary and anchoress from cattaro ( kotor ) .<SPLIT>she was a teenage convert from orthodoxy of serbian descent from montenegro ( zeta ) .<SPLIT>she became a dominican tertiary and was posthumously venerated as a saint in kotor .<SPLIT>she was later beatified in 1934 .<SPLIT>,George truelove,blessed [MASK] [MASK] [MASK] t.o.s.d. ( ) was a catholic visionary and anchoress from cattaro ( kotor ) .<SPLIT>she was a teenage convert from orthodoxy of [MASK] descent from [MASK] ( zeta ) .<SPLIT>she became a dominican tertiary and was posthumously venerated as a saint in kotor .<SPLIT>she was later beatified in 1934 .<SPLIT>,0.003617405891418457,0.9629544615745544,9,6851,9,431,Successful
